dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,gt,0,4,0.3848802654394747,0.7223459431564704,0.7223459431564704,-0.5191257570125187,-0.5191257570125187,63.0,191,803|711|922|718|107
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,hard,0,4,0.20271874608259022,0.004362930515168721,0.6777374095269639,-1.6049190685778465,-0.5191257570125187,1.0,1,393|199|935|867|107
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,0,4,0.22591604846520197,0.0990702897937834,0.5964961357334945,-2.451469786069458,-0.5191257570125187,684.0,874,824|88|708|537|902
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,1,4,0.27904109041648095,0.10813433182874152,0.669350466904057,-1.7276075783592393,-0.5191257570125187,276.0,738,228|139|398|289|237
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,2,4,0.26711181698584036,0.081325171607761,0.4063475463178869,2.8839467830488683,-0.5191257570125187,645.6,1006,605|301|129|857|141
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,3,4,0.4598567188543315,0.20259951661341935,0.4862689918228802,1.9162411621481308,-0.5191257570125187,497.0,681,694|328|415|270|926
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,4,4,0.22701611067721028,0.33993804450581105,0.43134035685263533,-0.9193970201743134,-0.5191257570125187,411.8,981,710|789|511|47|346
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,5,4,0.3191587336606609,0.4501196224148836,0.4660590128727892,-0.6847552452173993,-0.5191257570125187,463.4,888,553|605|14|301|260
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,6,4,0.2015601103870284,0.05334628471604812,0.5651370264946869,1.7935526523667384,-0.5191257570125187,416.0,728,187|477|516|297|860
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,7,4,0.18318199683928343,0.2813956093176662,0.32921160972097024,-2.206092766506672,-0.5191257570125187,528.0,948,825|355|453|262|20
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,8,4,0.1539587144214917,0.4483651030529781,0.4926167817277847,1.1202994549413443,-0.5191257570125187,381.0,864,902|383|86|362|202
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,9,4,0.0718321538341481,0.5438657397349485,0.6994816743752035,-0.8457839143054775,-0.5191257570125187,687.6,812,175|88|304|381|139
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,10,4,0.2272770449499017,0.04713146594234669,0.5888472995694433,1.758279705804588,-0.5191257570125187,410.2,1009,552|716|539|943|811
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,11,4,0.3738709192090562,0.12915067335447647,0.5108197287547396,1.647860047001334,-0.5191257570125187,582.2,1018,488|1023|746|538|728
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,12,4,0.12020926964998294,0.3025582487410608,0.4688964226929624,-0.9117289883129764,-0.5191257570125187,390.6,835,535|876|814|102|310
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,13,4,0.0346731725209427,0.005989598599117235,0.5375264695854177,1.4346887612561634,-0.5191257570125187,609.8,1022,620|541|877|845|488
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,14,4,0.20512058523323404,0.5653471446829705,0.6134373992355624,-0.7108265535459455,-0.5191257570125187,507.2,987,997|352|482|273|27
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,15,4,0.10826022253599274,0.041464464928040824,0.44225001335924513,-2.0297280336959194,-0.5191257570125187,562.0,882,477|453|798|209|118
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,16,4,0.5468129167871788,0.2560713359800903,0.6116724828289966,0.236942184515315,-0.5191257570125187,590.6,982,7|376|800|52|656
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,17,4,0.18836155581621114,0.31962596198865617,0.5920117757633627,1.5313059627090109,-0.5191257570125187,426.0,779,824|506|221|245|703
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,18,4,0.004583353573962464,0.015061630969036486,0.8191203428536107,2.143214905243708,-0.5191257570125187,489.4,786,568|706|831|116|910
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,19,4,0.5724536770929404,0.5493473103331427,0.668051694408952,-0.24614382274891966,-0.5191257570125187,642.0,920,581|951|1005|94|648
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,20,4,0.11900041118158734,0.01623890244659262,0.5167262453140957,0.8503847334222798,-0.5191257570125187,461.2,811,191|454|873|165|572
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,21,4,0.30632309270661523,0.13579331545870396,0.4862535666838712,1.917774768520399,-0.5191257570125187,753.0,999,541|613|212|397|416
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,22,4,0.24949956971743334,0.3685164630842828,0.5803391694612032,2.9192197296110187,-0.5191257570125187,422.0,679,611|123|547|109|233
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,23,4,0.6043533033231329,0.7292901312372785,0.77307511298458,-0.34582823694630127,-0.5191257570125187,316.0,629,694|206|938|302|463
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,24,4,0.136594416161523,0.39535008688772116,0.40934420441808805,-0.6433478731661793,-0.5191257570125187,477.4,623,41|575|803|62|916
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,25,4,0.07253518645990825,0.24612072095279028,0.6075193807566889,1.558910877409824,-0.5191257570125187,565.6,849,772|973|773|975|112
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,26,4,0.0019390286100554517,0.09580631322373674,0.5845567876963859,1.6171879195559855,-0.5191257570125187,477.4,949,565|865|996|697|236
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,27,4,0.22625410393962894,0.3432132777161202,0.3445271650668865,-0.5743355864141457,-0.5191257570125187,395.4,856,976|868|447|365|887
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,28,4,0.03012739592622046,0.012354437303503678,0.5334505353947105,2.4499361796971906,-0.5191257570125187,140.2,345,112|65|932|449|7
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,29,4,0.20825328071908716,0.20773108940663373,0.6391708227661289,-2.54501977477777,-0.5191257570125187,284.0,581,393|763|996|620|651
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,30,4,0.046477187300861936,0.22007445741458273,0.5574837848884626,-1.2245846882555282,-0.5191257570125187,747.0,1019,378|169|593|193|650
0_0_0_10_14_32,-22.0,50,0,0,0,10,1,0,5,random_valid,31,4,0.5664514033859215,0.32437230070516526,0.5687723405279345,-0.04217417523735367,-0.5191257570125187,537.4,899,268|861|257|927|268
