packet_index,chirps,bin_index,signed_bin,raw_avg_power,raw_relative_db,raw_peak_signed_bin,synced_avg_power,synced_relative_db,synced_peak_signed_bin,synced_bin0_relative_db
9,8,0,0,0.06252360873743115,-42.202055693826125,-21,1000.7604173575609,0.0,0,0.0
9,8,1,1,0.10390024843753717,-39.996330200537145,-21,29.107143254810318,-15.363305362327369,0,0.0
9,8,2,2,0.06525196781169224,-42.016559927801765,-21,8.10204060260979,-20.91735704285188,0,0.0
9,8,3,3,0.0840313482306156,-40.91808274477131,-21,4.115851578914644,-23.85870414217093,0,0.0
9,8,4,4,0.08028010042314382,-41.11641698981679,-21,2.803418266171465,-25.526422208266197,0,0.0
9,8,5,5,0.05461485736041665,-42.7893880233196,-21,2.127693429931176,-26.7242106703143,0,0.0
9,8,6,6,0.07579737995110697,-41.365954122021726,-21,1.530181147005252,-28.155872727411094,0,0.0
9,8,7,7,0.04223246941846208,-43.906031298107436,-21,1.586803435898222,-27.99806987384924,0,0.0
9,8,8,8,0.09395912367263301,-40.433106484649585,-21,1.0860522324097401,-29.644794069244966,0,0.0
9,8,9,9,0.04101572412558434,-44.032992227112125,-21,1.2291791526384785,-29.10714933722206,0,0.0
9,8,10,10,0.06914529329008003,-41.76486982970496,-21,0.7865105932335333,-31.046255432061468,0,0.0
9,8,11,11,0.0520878656452727,-42.995130439335334,-21,0.9401749181938579,-30.27121458582025,0,0.0
9,8,12,12,0.06153911835839452,-42.27098336034531,-21,0.6207545721411568,-32.07410192548162,0,0.0
9,8,13,13,0.06135401241885083,-42.28406636155101,-21,0.7879969624105204,-31.03805576199852,0,0.0
9,8,14,14,0.06298669924918218,-42.17000755853683,-21,0.43140118040220066,-33.65448790476891,0,0.0
9,8,15,15,0.05769776288488223,-42.5509063147653,-21,0.46386796811051306,-33.339357357348504,0,0.0
9,8,16,16,0.03620743765344314,-44.574518145312084,-21,0.3876511296011825,-34.11889065738339,0,0.0
9,8,17,17,0.06694575759779435,-41.90526545403298,-21,0.480117719733398,-33.18982384766535,0,0.0
9,8,18,18,0.05135286534081577,-43.05684925079816,-21,0.3462602923672919,-34.609274281718754,0,0.0
9,8,19,19,0.04361518018729269,-43.7661193504524,-21,0.3027014794926737,-35.19315575931638,0,0.0
9,8,20,20,0.029440415165304386,-45.47305675981753,-21,0.3964304766017338,-34.021630849737335,0,0.0
9,8,21,21,0.03759706378816062,-44.41095676834834,-21,0.2033098087193861,-36.92171787802688,0,0.0
9,8,22,22,0.049266425164182816,-43.2369855561426,-21,0.23831336031087363,-36.23181729140906,0,0.0
9,8,23,23,0.02487600892638602,-46.204689020789466,-21,0.17289207491548447,-37.625550331688544,0,0.0
9,8,24,24,0.08916155619210595,-40.6607196617447,-21,0.23870817393783242,-36.224628290225226,0,0.0
9,8,25,25,0.017547148836856243,-47.720430462281655,-21,0.0895691501043227,-40.48171666224227,0,0.0
9,8,26,26,0.07276142338593573,-41.54348419756392,-21,0.15074195453644795,-38.22095977482518,0,0.0
9,8,27,27,0.036887167499176046,-44.493742982641564,-21,0.08802158358731035,-40.5574094191908,0,0.0
9,8,28,28,0.07169590747201343,-41.607552399750396,-21,0.12166732320982805,-39.15156166273924,0,0.0
9,8,29,29,0.05358628930346025,-42.87195921620569,-21,0.08666604324019593,-40.62481150370254,0,0.0
9,8,30,30,0.0583820702135247,-42.499701151624485,-21,0.09833037696286506,-40.076424154716655,0,0.0
9,8,31,31,0.05207305652823937,-42.99636535886534,-21,0.06878858632102476,-41.62813735238408,0,0.0
9,8,32,32,0.019801812309971745,-47.19544666293919,-21,0.054584100721810885,-42.63263959905458,0,0.0
