packet_index,chirps,bin_index,signed_bin,raw_avg_power,raw_relative_db,raw_peak_signed_bin,synced_avg_power,synced_relative_db,synced_peak_signed_bin,synced_bin0_relative_db
5,8,0,0,0.5371571717746013,-31.60012576378314,-11,759.3938611455727,0.0,0,0.0
5,8,1,1,0.04121895307950811,-42.75016997968664,-11,6.865523048419688,-20.437934525639704,0,0.0
5,8,2,2,0.5075248289754127,-31.84656661375599,-11,3.0720414076120925,-23.930400168374135,0,0.0
5,8,3,3,0.025658840620812733,-44.808769257543474,-11,1.4827321994947582,-27.09404363088277,0,0.0
5,8,4,4,0.43015430693193135,-32.564896792591576,-11,1.425406172784614,-27.265284468337892,0,0.0
5,8,5,5,0.013447186710024647,-47.614825199409545,-11,0.8705426818501399,-29.40677013024311,0,0.0
5,8,6,6,0.41858788597338065,-32.68327299297675,-11,0.8209691370209141,-29.661402511879032,0,0.0
5,8,7,7,0.04658803580323911,-42.21839554345451,-11,0.8649817868847062,-29.43460119003342,0,0.0
5,8,8,8,0.41745542551100834,-32.695038451149166,-11,0.5068377490703966,-31.75598128537054,0,0.0
5,8,9,9,0.06264634227476541,-40.93218235937911,-11,0.7833144590426797,-29.865309388599734,0,0.0
5,8,10,10,0.33830254968399753,-33.60808683956732,-11,0.3808511083805516,-32.9971185818372,0,0.0
5,8,11,11,0.09168928092329001,-39.277953881314325,-11,0.8583243106903244,-29.468156686209078,0,0.0
5,8,12,12,0.32965916284546726,-33.7204880348139,-11,0.20306552907679876,-35.72830875032705,0,0.0
5,8,13,13,0.13938502796040494,-37.458978283678086,-11,0.7176697294824883,-30.24542453473844,0,0.0
5,8,14,14,0.29724267171685936,-34.17002798667689,-11,0.12940721509721367,-37.685085909406546,0,0.0
5,8,15,15,0.22447113110233421,-35.38953459938658,-11,0.6901586393212487,-30.415181532307074,0,0.0
5,8,16,16,0.22182761542973184,-35.440983441892726,-11,0.07931673747471234,-39.81102239909411,0,0.0
5,8,17,17,0.23354939755125514,-35.21735203555588,-11,0.624950533171755,-30.84621439119429,0,0.0
5,8,18,18,0.16803712789417738,-36.64708704974468,-11,0.07354106792553317,-40.13937149850753,0,0.0
5,8,19,19,0.24601671286264198,-34.99149343501149,-11,0.6302683857839748,-30.80941558537731,0,0.0
5,8,20,20,0.089627495789568,-39.37672692586669,-11,0.02175283211088251,-45.42951274070361,0,0.0
5,8,21,21,0.38082300066555225,-33.09390784202146,-11,0.5162943512437216,-31.675697085560035,0,0.0
5,8,22,22,0.09112091606385012,-39.30495877727295,-11,0.02446888822017792,-44.918528450369465,0,0.0
5,8,23,23,0.2881960467709831,-34.30425935667854,-11,0.5267007551856717,-31.589031409791897,0,0.0
5,8,24,24,0.0260893777971329,-44.73650233123567,-11,0.01830425054219439,-46.179151304053605,0,0.0
5,8,25,25,0.3063339329531853,-34.039188481453365,-11,0.45817436729546274,-32.19436293234378,0,0.0
5,8,26,26,0.014275166210444709,-47.355327813227106,-11,0.04163610615641996,-42.609969748770354,0,0.0
5,8,27,27,0.28657994948337445,-34.328681531173274,-11,0.4226322721514897,-32.54504425371313,0,0.0
