dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_bin,segmented_gls_correct,segmented_gls_margin_db,segmented_gls_fix_vs_savaux,segmented_gls_break_vs_savaux,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_8,0,0,0,0,8,728281,728283,803,21.177893576348957,20.299509455762625,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,803,1,1,20.299509455762625,0,0,803,1,21.108347780398738,0,0,803,1,2.1507292031074283,0,0,803,1,15.479758069054085,0,0
0_0_0_10_14_8,0,0,0,11,19,773337,773339,1023,30.16324500653387,28.476457851093397,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,1023,1,1,28.476457851093397,0,0,1023,1,25.2375949752208,0,0,1023,1,3.411203610344815,0,0,1023,1,15.957810016475737,0,0
0_0_0_10_14_8,0,0,0,12,20,777433,777435,597,29.865465055628896,27.863719650534687,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,597,1,1,27.863719650534687,0,0,597,1,25.95092967398157,0,0,597,1,4.534259521479749,0,0,597,1,15.404311082484387,0,0
0_0_0_10_14_8,0,0,0,13,21,781529,781531,562,28.079480146032438,25.44042745135502,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,562,1,1,25.44042745135502,0,0,562,1,26.79443749797336,0,0,560,0,3.6595220801578394,0,1,562,1,14.746374763375702,0,0
0_0_0_10_14_8,0,0,0,14,22,785625,785627,478,30.201558956691677,25.806344067231933,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,478,1,1,25.806344067231933,0,0,478,1,23.46064164680168,0,0,479,0,1.2917017979083938,0,1,478,1,14.813625982896127,0,0
0_0_0_10_14_8,0,0,0,15,23,789721,789723,267,29.96530925475168,25.612265085780216,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,267,1,1,25.612265085780216,0,0,267,1,23.062937992806575,0,0,266,0,0.7557952961260836,0,1,267,1,14.448958195145137,0,0
0_0_0_10_14_8,0,0,0,16,24,793817,793819,917,25.587874903330956,24.159065002248123,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,917,1,1,24.159065002248123,0,0,917,1,22.835855577762057,0,0,917,1,3.5393729109132375,0,0,917,1,16.183978176459217,0,0
0_0_0_10_14_8,0,0,0,17,25,797913,797915,656,27.38474682513936,26.359702090927506,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,656,1,1,26.359702090927506,0,0,656,1,23.77999002545578,0,0,656,1,5.031885398409007,0,0,656,1,15.731493946987792,0,0
0_0_0_10_14_8,0,0,0,18,26,802009,802011,889,26.59256288356053,24.825853399633463,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,889,1,1,24.825853399633463,0,0,889,1,23.954815628821315,0,0,889,1,1.238295638729958,0,0,889,1,15.219575823816179,0,0
0_0_0_10_14_8,0,0,0,19,27,806105,806107,510,26.943564902585173,23.717092768219842,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,510,1,1,23.717092768219842,0,0,510,1,21.717702771794258,0,0,510,1,3.3991343142074197,0,0,510,1,16.090509452342566,0,0
0_0_0_10_14_8,0,0,0,20,28,810201,810203,860,24.9433419552362,21.779790184353548,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,860,1,1,21.779790184353548,0,0,860,1,20.749225944185774,0,0,860,1,0.5421604256293987,0,0,860,1,15.246212999296771,0,0
0_0_0_10_14_8,0,0,0,21,29,814297,814299,553,24.819885655345658,21.599194992156846,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,553,1,1,21.599194992156846,0,0,553,1,19.330268628997228,0,0,553,1,2.3602328534623727,0,0,553,1,15.224966440795757,0,0
0_0_0_10_14_8,0,0,0,22,30,818393,818395,629,26.296612538406137,26.00093715359019,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,629,1,1,26.00093715359019,0,0,629,1,24.73741905185446,0,0,629,1,3.3478408029435744,0,0,629,1,16.56757479834943,0,0
0_0_0_10_14_8,0,0,0,23,31,822489,822491,759,24.167000122619275,23.352335293710702,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,759,1,1,23.352335293710702,0,0,759,1,20.696466155447915,0,0,759,1,0.5580315428760808,0,0,759,1,15.41964631247879,0,0
0_0_0_10_14_8,0,0,0,24,32,826585,826587,874,19.93720530774658,19.180779731276292,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,874,1,1,19.180779731276292,0,0,874,1,18.999538444969936,0,0,874,1,0.06159020206042122,0,0,874,1,15.636447326644374,0,0
0_0_0_10_14_8,0,0,0,25,33,830681,830683,720,23.85318732953994,21.835967457062317,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,720,1,1,21.835967457062317,0,0,720,1,23.62091099742878,0,0,720,1,2.71701636902569,0,0,720,1,16.574994775903033,0,0
0_0_0_10_14_8,0,0,0,26,34,834777,834779,314,22.64654704591139,22.566853340727672,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,314,1,1,22.566853340727672,0,0,314,1,21.642291766741234,0,0,314,1,4.6101411895054945,0,0,314,1,15.653006132178229,0,0
0_0_0_10_14_8,0,0,0,27,35,838873,838875,602,22.669471580573962,21.435872189081515,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,602,1,1,21.435872189081515,0,0,602,1,18.434279987814197,0,0,601,0,0.14761741394451597,0,1,602,1,15.986216294083317,0,0
0_0_0_10_14_8,0,0,0,28,36,842969,842971,7,17.411897530312874,16.00109366776081,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,7,1,1,16.00109366776081,0,0,7,1,15.276352470030716,0,0,8,0,0.9349274040697241,0,1,7,1,15.983289858377905,0,0
0_0_0_10_14_8,0,0,0,29,37,847065,847067,610,21.145573247028423,20.514150192787408,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,610,1,1,20.514150192787408,0,0,610,1,21.493855361216703,0,0,610,1,7.055655619379727,0,0,610,1,16.063360918925476,0,0
0_0_0_10_14_8,1,1,1,0,8,3228456,3228458,222,22.463380050089327,22.016362118967805,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,222,1,1,22.016362118967805,0,0,222,1,22.72124919206636,0,0,224,0,2.9702532686410543,0,1,222,1,16.576628041719943,0,0
0_0_0_10_14_8,1,1,1,1,9,3232552,3232554,711,25.317146627635523,23.203546223758917,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,711,1,1,23.203546223758917,0,0,711,1,22.598140249175316,0,0,711,1,3.7519488166890613,0,0,711,1,16.323156991658816,0,0
0_0_0_10_14_8,1,1,1,2,10,3236648,3236650,871,26.476821239853116,24.92373945610272,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,871,1,1,24.92373945610272,0,0,871,1,26.69254432224293,0,0,871,1,7.180527470474649,0,0,871,1,14.763899325854828,0,0
0_0_0_10_14_8,1,1,1,3,11,3240744,3240746,718,28.175983477053844,26.98244384039902,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,718,1,1,26.98244384039902,0,0,718,1,27.45977030091847,0,0,718,1,0.2242166231915695,0,0,718,1,16.979188369181877,0,0
0_0_0_10_14_8,1,1,1,4,12,3244840,3244842,107,26.206288832143553,24.647398019905673,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,107,1,1,24.647398019905673,0,0,107,1,21.823463884298707,0,0,107,1,2.0563671188078474,0,0,107,1,16.81758250947372,0,0
0_0_0_10_14_8,1,1,1,5,13,3248936,3248938,467,27.691248475673614,26.386398425309828,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,467,1,1,26.386398425309828,0,0,467,1,24.29133932498104,0,0,467,1,5.162960878492235,0,0,467,1,14.973592530352944,0,0
0_0_0_10_14_8,1,1,1,6,14,3253032,3253034,89,30.20010454133083,26.269448944704212,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,89,1,1,26.269448944704212,0,0,89,1,26.908306693104997,0,0,89,1,8.426015782276778,0,0,89,1,15.682746055992851,0,0
0_0_0_10_14_8,1,1,1,7,15,3257128,3257130,713,29.313465042367834,27.704492047631927,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,713,1,1,27.704492047631927,0,0,713,1,23.195750696274505,0,0,713,1,4.922562218798486,0,0,713,1,16.32715540392566,0,0
0_0_0_10_14_8,1,1,1,8,16,3261224,3261226,865,30.02447288275438,27.055047444823344,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,865,1,1,27.055047444823344,0,0,865,1,23.066904448007012,0,0,865,1,9.698058193036196,0,0,865,1,14.878280414678795,0,0
0_0_0_10_14_8,1,1,1,9,17,3265320,3265322,405,30.21486846415081,27.39228259942189,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,405,1,1,27.39228259942189,0,0,405,1,26.56668007223835,0,0,405,1,4.599161373621574,0,0,405,1,16.342631740553763,0,0
0_0_0_10_14_8,1,1,1,10,18,3269416,3269418,765,28.215022492833135,25.77601708786031,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,765,1,1,25.77601708786031,0,0,765,1,27.388192553146652,0,0,765,1,4.221631248584527,0,0,765,1,16.015761011077917,0,0
0_0_0_10_14_8,1,1,1,11,19,3273512,3273514,1023,29.486725544309266,24.327627741298535,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,1023,1,1,24.327627741298535,0,0,1023,1,22.381221539497545,0,0,1023,1,3.421567665013841,0,0,1023,1,16.389296357988755,0,0
0_0_0_10_14_8,1,1,1,12,20,3277608,3277610,597,29.03949102565168,27.11143360949352,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,597,1,1,27.11143360949352,0,0,597,1,26.205368171586613,0,0,597,1,4.397028672620349,0,0,597,1,15.54133021284111,0,0
0_0_0_10_14_8,1,1,1,13,21,3281704,3281706,562,27.137561526805385,22.680869354620974,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,562,1,1,22.680869354620974,0,0,562,1,24.980569745058933,0,0,560,0,3.9730415891937683,0,1,562,1,15.105959417699017,0,0
0_0_0_10_14_8,1,1,1,14,22,3285800,3285802,478,28.185564410341122,24.409381209974267,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,478,1,1,24.409381209974267,0,0,478,1,25.386993993870043,0,0,479,0,1.5695664482017522,0,1,478,1,15.069626196330013,0,0
0_0_0_10_14_8,1,1,1,15,23,3289896,3289898,267,28.578382453237428,25.81479719897372,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,267,1,1,25.81479719897372,0,0,267,1,22.7959035862535,0,0,266,0,0.8947602390476632,0,1,267,1,14.812620842264522,0,0
0_0_0_10_14_8,1,1,1,16,24,3293992,3293994,917,26.47319596590661,24.289975846441656,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,917,1,1,24.289975846441656,0,0,917,1,22.791281972709893,0,0,917,1,3.2374325669550537,0,0,917,1,15.959558023652644,0,0
0_0_0_10_14_8,1,1,1,17,25,3298088,3298090,656,28.93341890283402,25.604823768325144,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,656,1,1,25.604823768325144,0,0,656,1,25.839174194717067,0,0,656,1,4.909925656311641,0,0,656,1,16.159454060187915,0,0
0_0_0_10_14_8,1,1,1,18,26,3302184,3302186,889,22.387230229283933,20.251245688643262,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,889,1,1,20.251245688643262,0,0,889,1,20.627857427788697,0,0,889,1,1.341075363068657,0,0,889,1,14.969042724405616,0,0
0_0_0_10_14_8,1,1,1,19,27,3306280,3306282,510,23.058534376365138,21.12329965452374,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,510,1,1,21.12329965452374,0,0,510,1,19.999001396384205,0,0,510,1,3.168631557391091,0,0,510,1,16.06782167606324,0,0
0_0_0_10_14_8,1,1,1,20,28,3310376,3310378,860,21.782377463664883,19.978891225917238,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,860,1,1,19.978891225917238,0,0,860,1,19.106475531349833,0,0,860,1,0.06962153278627854,0,0,860,1,15.781853907466619,0,0
0_0_0_10_14_8,1,1,1,21,29,3314472,3314474,553,22.59990552476919,20.533376508418662,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,553,1,1,20.533376508418662,0,0,553,1,18.501268008056993,0,0,553,1,2.0301969037720555,0,0,553,1,15.270487287446882,0,0
0_0_0_10_14_8,1,1,1,22,30,3318568,3318570,629,24.266542571592893,22.79546982936114,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,629,1,1,22.79546982936114,0,0,629,1,21.828864423394702,0,0,629,1,3.4095657212017456,0,0,629,1,16.95262893078642,0,0
0_0_0_10_14_8,1,1,1,23,31,3322664,3322666,759,21.489229003483498,19.89880483424602,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,759,1,1,19.89880483424602,0,0,759,1,19.95497590536314,0,0,759,1,0.3446598918980353,0,0,759,1,14.690040430671878,0,0
0_0_0_10_14_8,1,1,1,24,32,3326760,3326762,874,18.067686226596848,16.870744361046718,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,874,1,1,16.870744361046718,0,0,874,1,17.075721428391848,0,0,874,1,0.7686518966071667,0,0,874,1,14.86727132129136,0,0
0_0_0_10_14_8,1,1,1,25,33,3330856,3330858,720,20.252198376263877,19.85834469553105,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,720,1,1,19.85834469553105,0,0,720,1,21.437408829868744,0,0,720,1,2.5072461712556944,0,0,720,1,16.259171363650694,0,0
0_0_0_10_14_8,1,1,1,26,34,3334952,3334954,314,20.64199871563452,20.998461343932036,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,314,1,1,20.998461343932036,0,0,314,1,19.32379011438852,0,0,314,1,4.581074383499387,0,0,314,1,15.81442448986892,0,0
0_0_0_10_14_8,1,1,1,27,35,3339048,3339050,602,20.12736811678224,19.38609664007228,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,602,1,1,19.38609664007228,0,0,602,1,16.671563708056407,0,0,602,1,0.39643349567688513,0,0,602,1,15.747112974626955,0,0
0_0_0_10_14_8,1,1,1,28,36,3343144,3343146,7,15.551284484849566,14.317412496893835,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,7,1,1,14.317412496893835,0,0,7,1,13.427780015656541,0,0,8,0,0.8924704570195694,0,1,7,1,13.845447446794452,0,0
0_0_0_10_14_8,1,1,1,29,37,3347240,3347242,610,19.47610052007993,19.190717494563213,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,610,1,1,19.190717494563213,0,0,610,1,20.122878898354482,0,0,610,1,6.632975048494255,0,0,610,1,16.10861283752813,0,0
0_0_0_10_14_8,2,2,2,0,8,5728962,5728964,803,18.529660950295874,17.634929994157474,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,803,1,1,17.634929994157474,0,0,803,1,19.675618805909064,0,0,803,1,7.01110954689136,0,0,803,1,16.099590265692207,0,0
0_0_0_10_14_8,2,2,2,1,9,5733058,5733060,711,17.50580904880392,17.800264773903688,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,711,1,1,17.800264773903688,0,0,711,1,16.23791616072185,0,0,711,1,2.350324368966055,0,0,711,1,16.248506071664288,0,0
0_0_0_10_14_8,2,2,2,2,10,5737154,5737156,871,18.008233566456614,17.173695097776026,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,871,1,1,17.173695097776026,0,0,871,1,19.50400822151395,0,0,871,1,5.277292746608349,0,0,871,1,14.918771411055701,0,0
0_0_0_10_14_8,2,2,2,3,11,5741250,5741252,718,16.623477305743823,17.01003499912055,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,718,1,1,17.01003499912055,0,0,718,1,19.05368930419916,0,0,718,1,0.003319832614191713,0,0,718,1,15.703570371124641,0,0
