dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
real_low2,,53,0,0,0,10,3,0,7,gt,0,0,0.9022003118189484,0.9997167229812024,0.9997167229812024,-0.15872825952967728,-0.15872825952967728,1.0,1,803|711|922|718|756|109|932
real_low2,,53,0,0,0,10,3,0,7,hard,0,0,0.9022003118189484,0.9997167229812024,0.9997167229812024,-0.15872825952967728,-0.15872825952967728,1.0,1,803|711|922|718|756|109|932
real_low2,,53,0,0,0,10,3,0,7,random_valid,0,0,0.2232247543674043,0.2702547036119372,0.40687514545001036,-2.2797058723755077,-0.15872825952967728,638.4285714285714,956,462|43|999|65|160|495|402
real_low2,,53,0,0,0,10,3,0,7,random_valid,1,0,0.12147139803180991,0.13357905019261548,0.47096090275532854,1.8978378856809224,-0.15872825952967728,558.0,1004,452|492|48|815|726|977|467
real_low2,,53,0,0,0,10,3,0,7,random_valid,2,0,0.252140788637236,0.18735602116052355,0.31860846057118886,0.3166897158732205,-0.15872825952967728,739.4285714285714,1022,937|619|242|149|332|414|561
real_low2,,53,0,0,0,10,3,0,7,random_valid,3,0,0.014426842563202025,0.018315897588625677,0.4889551068540016,2.827203347274974,-0.15872825952967728,513.5714285714286,914,918|636|581|1007|921|620|321
real_low2,,53,0,0,0,10,3,0,7,random_valid,4,0,0.20624521935325424,0.22822487172956002,0.4726870715363473,2.0404632783017913,-0.15872825952967728,570.8571428571429,1021,907|240|349|1023|270|806|554
real_low2,,53,0,0,0,10,3,0,7,random_valid,5,0,0.02639043296802275,0.029612448845675453,0.5717591372524266,1.4300879421393615,-0.15872825952967728,467.14285714285717,1004,1023|867|885|765|527|409|533
real_low2,,53,0,0,0,10,3,0,7,random_valid,6,0,0.2503504201931077,0.23942981056649007,0.4288634905196011,-1.7797501950163315,-0.15872825952967728,572.7142857142857,972,999|112|334|875|993|11|258
real_low2,,53,0,0,0,10,3,0,7,random_valid,7,0,0.5050638709475238,0.5415225068876315,0.5419769509262679,-0.14339219580700302,-0.15872825952967728,507.85714285714283,911,945|896|373|318|10|87|563
real_low2,,53,0,0,0,10,3,0,7,random_valid,8,0,0.0272367929745449,0.04920873293705088,0.4219948507849593,-1.97605181066656,-0.15872825952967728,472.57142857142856,744,987|52|578|914|469|688|861
real_low2,,53,0,0,0,10,3,0,7,random_valid,9,0,0.03763675988970957,0.11227406266262661,0.3225816864188169,3.0710467604654923,-0.15872825952967728,350.85714285714283,631,695|807|142|1006|788|601|306
real_low2,,53,0,0,0,10,3,0,7,random_valid,10,0,0.0961188774825982,0.11289248501044458,0.4666718495968184,2.3655878292224832,-0.15872825952967728,625.1428571428571,983,410|18|644|615|572|841|235
real_low2,,53,0,0,0,10,3,0,7,random_valid,11,0,0.35860301461474114,0.34136211104838543,0.398834185213721,1.2521896029563422,-0.15872825952967728,529.2857142857143,987,895|934|765|673|388|78|796
real_low2,,53,0,0,0,10,3,0,7,random_valid,12,0,0.14373059517408476,0.07121076271732185,0.460816932269652,2.982097590873982,-0.15872825952967728,769.4285714285714,957,192|118|941|377|495|852|367
real_low2,,53,0,0,0,10,3,0,7,random_valid,13,0,0.12635555117767627,0.05396532338810798,0.5662976974299321,1.4592264632124428,-0.15872825952967728,495.85714285714283,902,954|723|168|110|201|675|203
real_low2,,53,0,0,0,10,3,0,7,random_valid,14,0,0.03373078379512474,0.06370480910771949,0.4602878779595,-2.46220503067533,-0.15872825952967728,278.14285714285717,773,41|435|128|765|812|44|659
real_low2,,53,0,0,0,10,3,0,7,random_valid,15,0,0.1994034672259009,0.1415492867880927,0.5704316329508918,-2.1079419586815575,-0.15872825952967728,454.0,791,289|77|94|106|1012|1003|140
real_low2,,53,0,0,0,10,3,0,7,random_valid,16,0,0.13358681402392206,0.18881062033271423,0.4012827982564305,2.1294124478933014,-0.15872825952967728,380.42857142857144,781,809|348|24|374|29|182|809
real_low2,,53,0,0,0,10,3,0,7,random_valid,17,0,0.09242003379870471,0.12541762487800087,0.6061052969500799,1.4791633460519185,-0.15872825952967728,470.7142857142857,878,96|559|356|225|793|586|52
real_low2,,53,0,0,0,10,3,0,7,random_valid,18,0,0.13485998616975725,0.06854038853190757,0.3477023337156686,-1.186244528948843,-0.15872825952967728,398.42857142857144,796,506|749|523|815|704|165|662
real_low2,,53,0,0,0,10,3,0,7,random_valid,19,0,0.030462417247629596,0.034739995995628575,0.3768885074962312,-2.3732558610838197,-0.15872825952967728,451.14285714285717,812,322|907|82|631|783|816|504
real_low2,,53,0,0,0,10,3,0,7,random_valid,20,0,0.1345984378918347,0.14216060532892877,0.2482930443687039,-2.088005075842081,-0.15872825952967728,504.14285714285717,879,337|992|554|452|741|248|221
real_low2,,53,0,0,0,10,3,0,7,random_valid,21,0,0.4213416756499171,0.37874135094213957,0.425129765111528,0.06211105807683026,-0.15872825952967728,777.8571428571429,1011,934|880|65|67|313|466|323
