packet_index,chirps,bin_index,signed_bin,raw_avg_power,raw_relative_db,raw_peak_signed_bin,synced_avg_power,synced_relative_db,synced_peak_signed_bin,synced_bin0_relative_db
4,8,0,0,0.08413024521886772,-42.64224599550178,-20,1490.567473120128,0.0,0,0.0
4,8,1,1,0.0663508904562922,-43.67329998678212,-20,21.09002373089999,-18.492745714898003,0,0.0
4,8,2,2,0.07007893065830298,-43.43589288062808,-20,3.0034169213182826,-26.957360166448417,0,0.0
4,8,3,3,0.07460322174337393,-43.16419171424962,-20,3.8176949334251784,-25.915504183165645,0,0.0
4,8,4,4,0.08770990900400774,-42.4612809388553,-20,2.063603278317509,-28.58725430767749,0,0.0
4,8,5,5,0.05427690490484448,-44.54561679914899,-20,1.6294599951631137,-29.613079373283874,0,0.0
4,8,6,6,0.050616056024123196,-44.848884521807015,-20,1.5354507787470846,-29.871157408861105,0,0.0
4,8,7,7,0.08527931576202735,-42.583330471908454,-20,1.0546355480461616,-31.5024923412804,0,0.0
4,8,8,8,0.09357793363788275,-42.18003303337599,-20,1.1518127240317741,-31.119697680508892,0,0.0
4,8,9,9,0.056259649049606356,-44.389797356409005,-20,0.9592148569841279,-31.91435743109412,0,0.0
4,8,10,10,0.06522963119151169,-43.74731831301284,-20,1.128335384614908,-31.209134320688484,0,0.0
4,8,11,11,0.07890213647039093,-42.92087991363384,-20,0.6449947894640107,-33.63795433667951,0,0.0
4,8,12,12,0.046777348639405365,-45.191411521592784,-20,0.863744236744872,-32.36966477304701,0,0.0
4,8,13,13,0.046547081159478955,-45.21284301580094,-20,0.6165870230837991,-33.83357259740033,0,0.0
4,8,14,14,0.029102537026136265,-47.25245903884901,-20,0.7335067873974367,-33.07947503027896,0,0.0
4,8,15,15,0.09064381405750926,-42.318385830991176,-20,0.5154879866982539,-34.61133091278669,0,0.0
4,8,16,16,0.030650721653627835,-47.02736050139873,-20,0.718471705861761,-33.169419700524614,0,0.0
4,8,17,17,0.07346714768621519,-43.23083575355197,-20,0.41046940167944207,-35.60070851598131,0,0.0
4,8,18,18,0.03439964912204897,-46.526227415575995,-20,0.5789465759805759,-34.10713150146342,0,0.0
4,8,19,19,0.060287043606735244,-44.08952767142093,-20,0.35111885410536126,-36.278974894094546,0,0.0
4,8,20,20,0.05062430019248765,-44.848177215556774,-20,0.4066164713172996,-35.641666727429346,0,0.0
4,8,21,21,0.06769829341269651,-43.58599033513421,-20,0.30127954551774627,-36.94381992369169,0,0.0
4,8,22,22,0.05890035098382576,-44.19058871597877,-20,0.3975146934983929,-35.73998453612103,0,0.0
4,8,23,23,0.042924186365515385,-45.564746825357105,-20,0.230457167442297,-38.10761420254228,0,0.0
4,8,24,24,0.07511935108309198,-43.13424926698027,-20,0.3239327606698431,-36.628967676641594,0,0.0
4,8,25,25,0.03687318807259812,-46.22466065800941,-20,0.2115837432105741,-38.47869343769596,0,0.0
4,8,26,26,0.1094350832987381,-41.50020181504128,-20,0.243905518640492,-37.86130013073267,0,0.0
4,8,27,27,0.028644689493311885,-47.32132635443256,-20,0.1877426768989794,-38.997886340135544,0,0.0
4,8,28,28,0.06912482681212936,-43.495426981118605,-20,0.21739499007622562,-38.361021084691245,0,0.0
4,8,29,29,0.05282143806154431,-44.66366533646885,-20,0.16038499934758285,-39.68187893197421,0,0.0
4,8,30,30,0.08484608736407147,-42.60544934491408,-20,0.13132254402535692,-40.55012352465628,0,0.0
4,8,31,31,0.05002088773250667,-44.90025359339086,-20,0.11735334148780882,-41.038561798099124,0,0.0
4,8,32,32,0.06817980769370194,-43.55520982394484,-20,0.13722530435344127,-40.35917437225053,0,0.0
4,8,33,33,0.08432386029375713,-42.632262742744736,-20,0.07873559088638679,-42.7718054882353,0,0.0
4,8,34,34,0.042935680231179406,-45.56358406499855,-20,0.09779817332959867,-41.83020896777805,0,0.0
4,8,35,35,0.07110832856345264,-43.37256283875746,-20,0.08338251230394068,-42.52276663684008,0,0.0
4,8,36,36,0.04930484858921233,-44.96287124868913,-20,0.08807081340171063,-42.285196325006964,0,0.0
4,8,37,37,0.06154228352680983,-44.0000314761885,-20,0.05021736905679407,-44.724976840987914,0,0.0
4,8,38,38,0.03861479965997125,-46.024229683407476,-20,0.061022745315082866,-43.87859897950507,0,0.0
4,8,39,39,0.036069091898596986,-46.32041545982962,-20,0.024077271152340582,-47.91744376200551,0,0.0
4,8,40,40,0.06481079690310972,-43.77529392827778,-20,0.06280507394511886,-43.75356908631416,0,0.0
4,8,41,41,0.0378255834619091,-46.1139111856319,-20,0.03228737573766175,-46.64318892162599,0,0.0
4,8,42,42,0.08797080965182717,-42.44838165248636,-20,0.014017871523553962,-50.2666956463143,0,0.0
4,8,43,43,0.030819087758303575,-47.00356974826184,-20,0.05635387058578437,-44.22427889598132,0,0.0
4,8,44,44,0.04373983195236505,-45.48299644175329,-20,0.03988069214565936,-45.7258895284337,0,0.0
4,8,45,45,0.0590786342763953,-44.177463071789774,-20,0.059529258892191794,-43.98621164057397,0,0.0
4,8,46,46,0.05349333362143073,-44.608770910330435,-20,0.06242277056437385,-43.78008599477471,0,0.0
4,8,47,47,0.061217562357527566,-44.02300722039472,-20,0.0529689298808415,-44.493304408337806,0,0.0
4,8,48,48,0.08490036700509258,-42.602671867238186,-20,0.04298806305710029,-45.400037626551644,0,0.0
4,8,49,49,0.05580922229896768,-44.4247078365973,-20,0.04685007728911795,-45.02641328221007,0,0.0
4,8,50,50,0.10138679597065711,-41.831953556477075,-20,0.06419092780198979,-43.658779869765326,0,0.0
4,8,51,51,0.035621443477525626,-46.37465240054294,-20,0.040696535823829025,-45.63794197182695,0,0.0
4,8,52,52,0.10049680992016395,-41.87024478204604,-20,0.06463588385331798,-43.628779480292124,0,0.0
4,8,53,53,0.06621107810064181,-43.6824609486683,-20,0.0762772902963579,-42.909563833013856,0,0.0
4,8,54,54,0.13524357088936115,-40.58060125235023,-20,0.03994202769218376,-45.71921531470188,0,0.0
4,8,55,55,0.06835308649525118,-43.54418624340848,-20,0.07156371865019712,-43.18658740273156,0,0.0
4,8,56,56,0.06265265953134663,-43.92237243319777,-20,0.04502831854201178,-45.198659101663154,0,0.0
4,8,57,57,0.06795494551081087,-43.569556857561494,-20,0.0670787831977168,-43.467664639581486,0,0.0
4,8,58,58,0.07238691713113425,-43.295166733688,-20,0.031096349753188222,-46.806422275701706,0,0.0
4,8,59,59,0.061744973446741375,-43.9857514613299,-20,0.04903294984869002,-44.82863618483829,0,0.0
4,8,60,60,0.07781363317571768,-42.98121061011458,-20,0.06611453733261637,-43.53054676801986,0,0.0
4,8,61,61,0.02692074438303546,-47.5908968997381,-20,0.05541738337503459,-44.29705623920175,0,0.0
4,8,62,62,0.11286120458764459,-41.366320730679334,-20,0.11286254036558996,-41.20801818548137,0,0.0
4,8,63,63,0.06755566761724227,-43.595149640847765,-20,0.03273661620713114,-46.583178529950196,0,0.0
4,8,64,64,0.09202777282977286,-42.25257842564481,-20,0.05130817319491569,-44.631650878406425,0,0.0
4,8,65,65,0.04683446203318632,-45.18611218283173,-20,0.06712797218108854,-43.46448111801507,0,0.0
4,8,66,66,0.04490338449674909,-45.36897678072212,-20,0.05126352837200303,-44.63543145358743,0,0.0
4,8,67,67,0.047929392064556424,-45.08574833884428,-20,0.07187884923453337,-43.16750524378036,0,0.0
