dataset,method,metric,threshold_snr_db,status
mean_of_datasets,savaux_paper,CRC/PRR>=80%,,all_fail
mean_of_datasets,savaux_paper,CRC/PRR>=50%,-22.536321483771253,interpolated
0_0_0_10_14_16,savaux_codec,SER<=10%,-24.07758620689655,interpolated
0_0_0_10_14_16,savaux_codec,accuracy>=90%,-24.07758620689655,interpolated
0_0_0_10_14_16,savaux_codec,CRC/PRR>=80%,-23.066666666666666,interpolated
0_0_0_10_14_16,savaux_codec,CRC/PRR>=50%,-24.166666666666668,interpolated
0_0_0_10_14_32,savaux_codec,SER<=10%,,all_fail
0_0_0_10_14_32,savaux_codec,accuracy>=90%,,all_fail
0_0_0_10_14_32,savaux_codec,CRC/PRR>=80%,-22.4,interpolated
0_0_0_10_14_32,savaux_codec,CRC/PRR>=50%,-24.25,interpolated
0_0_0_10_14_8,savaux_codec,SER<=10%,-23.714285714285715,interpolated
0_0_0_10_14_8,savaux_codec,accuracy>=90%,-23.714285714285715,interpolated
0_0_0_10_14_8,savaux_codec,CRC/PRR>=80%,-23.0,interpolated
0_0_0_10_14_8,savaux_codec,CRC/PRR>=50%,-24.0,interpolated
mean_of_datasets,savaux_codec,SER<=10%,-23.392607392607392,interpolated
mean_of_datasets,savaux_codec,accuracy>=90%,-23.392607392607392,interpolated
mean_of_datasets,savaux_codec,CRC/PRR>=80%,-22.871287128712872,interpolated
mean_of_datasets,savaux_codec,CRC/PRR>=50%,-24.154109589041095,interpolated
