snr_label,added_snr_db,noise_power_db_relative,seed,packet_index,payload_symbol_index,frame_symbol_index,start_sample,gt_bin,savaux_bin,savaux_correct,savaux_gt_rank,savaux_gt_margin_db,litenap_single_bin,litenap_single_correct,litenap_single_gt_rank,litenap_single_gt_margin_db,litenap_savaux_k1_bin,litenap_savaux_k1_correct,litenap_savaux_k1_gt_rank,litenap_savaux_k1_gt_margin_db,litenap_savaux_k2_bin,litenap_savaux_k2_correct,litenap_savaux_k2_gt_rank,litenap_savaux_k2_gt_margin_db,savaux_phase_bin,savaux_phase_correct,savaux_phase_gt_rank,savaux_phase_gt_margin_db,savaux_phase_alias_bin,savaux_phase_candidate_bins,savaux_phase_phase_jump_scores,litenap_single_phase_bin,litenap_single_phase_correct,litenap_single_phase_gt_rank,litenap_single_phase_gt_margin_db,litenap_single_phase_alias_bin,litenap_single_phase_candidate_bins,litenap_single_phase_phase_jump_scores,litenap_savaux_k1_phase_bin,litenap_savaux_k1_phase_correct,litenap_savaux_k1_phase_gt_rank,litenap_savaux_k1_phase_gt_margin_db,litenap_savaux_k1_phase_alias_bin,litenap_savaux_k1_phase_candidate_bins,litenap_savaux_k1_phase_phase_jump_scores,litenap_savaux_k2_phase_bin,litenap_savaux_k2_phase_correct,litenap_savaux_k2_phase_gt_rank,litenap_savaux_k2_phase_gt_margin_db,litenap_savaux_k2_phase_alias_bin,litenap_savaux_k2_phase_candidate_bins,litenap_savaux_k2_phase_phase_jump_scores
clean,,,0,0,10,18,664488,865,865,1,1,22.006078174087037,97,0,1,0.0,865,1,1,3.372145537082361,865,1,1,6.427855106148409,865,1,1,22.006078174087037,97,97|353|609|865,0.0184969726|0.0279116529|0.00536685853|169.884564,353,0,1,0.0,97,97|353|609|865,43.6543029|83.6812106|74.2663409|1.03717542,865,1,1,3.372145537082361,97,97|353|609|865,159.661742|271.952448|280.789001|55.111538,865,1,1,6.427855106148409,97,97|353|609|865,104.090165|0.0146415026|185.768606|98.6684533
clean,,,0,0,11,19,668584,92,92,1,1,20.74402869189641,92,1,1,0.0,92,1,1,3.6110852883260836,92,1,1,6.642330787637837,92,1,1,20.74402869189641,92,92|348|604|860,2.36799369|0.0770464803|0.00648542568|0.0101998735,604,0,1,0.0,92,92|348|604|860,1.94874995|69.5368224|78.795467|49.1147059,92,1,1,3.6110852883260836,92,92|348|604|860,0.145476523|286.980645|310.643627|256.122891,92,1,1,6.642330787637837,92,92|348|604|860,0.74393264|187.563463|0.000111044158|166.052122
clean,,,0,0,12,20,672680,645,645,1,1,24.376024692620845,133,0,1,0.0,645,1,1,4.102920178131528,645,1,1,7.11971581006035,645,1,1,24.376024692620845,133,133|389|645|901,0.0252249351|0.00991963432|49.2195617|0.0400028617,389,0,1,0.0,133,133|389|645|901,26.9898616|43.0479578|0.214538774|14.9945456,645,1,1,4.102920178131528,133,133|389|645|901,59.3809336|96.9532545|15.5599415|3.71923828,645,1,1,7.11971581006035,133,133|389|645|901,0.00200509173|70.8743841|28.0063848|3.30707931
clean,,,0,0,13,21,676776,426,426,1,1,21.945336884201797,170,0,1,0.0,426,1,1,4.002211287485623,426,1,1,7.010034691310877,426,1,1,21.945336884201797,170,170|426|682|938,0.00752597743|68.4282495|0.019656716|0.0105202773,682,0,1,0.0,170,170|426|682|938,14.0670299|4.76450211|37.6240844|8.89790074,426,1,1,4.002211287485623,170,170|426|682|938,33.4982001|19.3474618|42.47801|19.6548667,426,1,1,7.010034691310877,170,170|426|682|938,25.5314476|39.3111175|32.4793444|0.014609728
clean,,,0,0,14,22,680872,765,765,1,1,21.56936273282764,253,0,1,0.0,765,1,1,3.5104228019897343,765,1,1,6.56611332077356,765,1,1,21.56936273282764,253,253|509|765|1021,0.00139264759|0.011316063|97.9508894|0.048059099,253,0,1,0.0,253,253|509|765|1021,71.3184737|53.4751877|5.22590709|0,765,1,1,3.5104228019897343,253,253|509|765|1021,146.160548|166.850162|28.9386024|0,765,1,1,6.56611332077356,253,253|509|765|1021,0.00622912659|116.885257|54.2127264|1.39770533
clean,,,0,0,15,23,684968,1023,1023,1,1,17.688182575697844,255,0,1,0.0,1023,1,1,3.4947304780860695,1023,1,1,6.526892844125811,1023,1,1,17.688182575697844,255,255|511|767|1023,0.00476076145|0.00760820711|0.00747136397|0,511,0,1,0.0,255,255|511|767|1023,230.460241|304.976414|214.640054|0,1023,1,1,3.4947304780860695,255,255|511|767|1023,512.078121|502.402928|555.81771|0,1023,1,1,6.526892844125811,255,255|511|767|1023,299.024049|4.77750884e-05|309.212491|0
clean,,,0,0,16,24,689064,597,597,1,1,20.83704937047718,85,0,1,0.0,597,1,1,4.0106800365539925,597,1,1,7.02799605286439,597,1,1,20.83704937047718,85,85|341|597|853,0.022442936|0.0113467896|114.712481|0.0310038411,341,0,1,0.0,85,85|341|597|853,18.1231643|20.8090872|19.3027028|7.8235616,597,1,1,4.0106800365539925,85,85|341|597|853,32.5707217|75.5276041|30.2007376|11.4811331,597,1,1,7.02799605286439,85,85|341|597|853,0.00255551634|55.6659605|60.6579515|9.59489602
clean,,,0,0,17,25,693160,562,562,1,1,19.45973510996841,50,0,1,0.0,562,1,1,3.9889025793898565,562,1,1,7.002707864469623,562,1,1,19.45973510996841,50,50|306|562|818,0.0269904986|0.00626114334|138.55382|0.0262825504,50,0,1,0.0,50,50|306|562|818,39.0460897|25.5831732|22.4662824|12.4212961,562,1,1,3.9889025793898565,50,50|306|562|818,13.0076237|60.8687545|35.0678613|18.17842,562,1,1,7.002707864469623,50,50|306|562|818,0.00112264666|44.8034733|72.8900523|14.7536172
clean,,,0,0,18,26,697256,827,827,1,1,17.74262891214661,59,0,1,0.0,827,1,1,3.2557514041903524,827,1,1,6.321034794779309,827,1,1,17.74262891214661,59,59|315|571|827,0.00930370295|0.00524326036|0.00535848328|174.839539,315,0,1,0.0,59,59|315|571|827,30.9047399|97.814485|56.2271816|11.3256761,827,1,1,3.2557514041903524,59,59|315|571|827,75.9948118|202.295083|222.083849|50.5524679,827,1,1,6.321034794779309,59,59|315|571|827,53.1985986|0.00919869674|152.881257|90.7434731
clean,,,0,0,19,27,701352,890,890,1,1,16.280146556376174,122,0,1,0.0,890,1,1,3.1942110043310197,890,1,1,6.230449994675765,890,1,1,16.280146556376174,122,122|378|634|890,0.00631874252|0.0319955553|0.00422932371|197.223731,378,0,1,0.0,122,122|378|634|890,85.5555568|171.195816|88.8295396|11.140628,890,1,1,3.1942110043310197,122,122|378|634|890,190.387331|280.730737|295.371584|58.3741981,890,1,1,6.230449994675765,122,122|378|634|890,121.861962|0.00658889974|190.084012|111.005643
clean,,,0,0,20,28,705448,174,174,1,1,17.06099988222586,174,1,1,0.0,174,1,1,3.545322925602559,174,1,1,6.552147949347413,174,1,1,17.06099988222586,174,174|430|686|942,171.060898|0.0371128118|0.00399779947|0.00532613703,686,0,1,0.0,174,174|430|686|942,20.0402091|64.7124995|122.517124|44.091199,174,1,1,3.545322925602559,174,174|430|686|942,44.8766271|170.291698|181.417547|86.0483274,174,1,1,6.552147949347413,174,174|430|686|942,92.8241572|117.665576|0.00116376277|62.0747102
clean,,,0,0,21,29,709544,267,267,1,1,18.668479490864517,11,0,1,0.0,267,1,1,3.679871265731144,267,1,1,6.709915394391851,267,1,1,18.668479490864517,11,11|267|523|779,0.412235662|319.946959|0.0358244925|0.00201442896,779,0,1,0.0,11,11|267|523|779,0|40.8607447|32.0478786|66.3720645,267,1,1,3.679871265731144,11,11|267|523|779,1.45135765|83.2843692|112.020176|105.458831,267,1,1,6.709915394391851,11,11|267|523|779,2.29920673|152.072907|82.2314478|0.00388848277
clean,,,0,0,22,30,713640,917,917,1,1,14.734112734967466,149,0,1,0.0,917,1,1,3.067558781272966,917,1,1,6.120803972955521,917,1,1,14.734112734967466,149,149|405|661|917,0.0162914491|0.0167684707|0.0096993285|239.294295,405,0,1,0.0,149,149|405|661|917,112.696992|200.244237|97.0263761|9.9974022,917,1,1,3.067558781272966,149,149|405|661|917,246.226128|315.906081|336.313587|68.3115674,917,1,1,6.120803972955521,149,149|405|661|917,151.963727|0.0122867636|212.015897|126.687578
clean,,,0,0,23,31,717736,656,656,1,1,20.668557264218528,144,0,1,0.0,656,1,1,3.817862884373546,656,1,1,6.819603737015905,656,1,1,20.668557264218528,144,144|400|656|912,0.00688024266|0.0134248091|426.047318|0.00999055033,656,1,1,0.0,144,144|400|656|912,22.4767156|11.6526914|40.4323155|0.605402553,656,1,1,3.817862884373546,144,144|400|656|912,63.6531132|106.232399|92.5883372|3.19515755,656,1,1,6.819603737015905,144,144|400|656|912,0.00156012563|75.2921149|199.828389|3.00614591
clean,,,0,0,24,32,721832,889,889,1,1,14.117523996818775,121,0,1,0.0,889,1,1,3.0774443258350197,889,1,1,6.126700466557028,889,1,1,14.117523996818775,121,121|377|633|889,0.0142896009|0.0205381224|0.00383277244|241.314697,377,0,1,0.0,121,121|377|633|889,83.9289616|167.4873|77.9019914|17.6625231,889,1,1,3.0774443258350197,121,121|377|633|889,177.436484|266.531426|287.199562|66.6308677,889,1,1,6.126700466557028,121,121|377|633|889,114.229174|0.012302242|184.808291|128.073112
clean,,,0,0,25,33,725928,66,66,1,1,13.18466922528263,66,1,1,0.0,66,1,1,3.222965041202708,66,1,1,6.226350762367678,66,1,1,13.18466922528263,66,66|322|578|834,103.745409|0.0127212142|0.0115321816|5.17528683e-05,578,0,1,0.0,66,66|322|578|834,9.27048064|143.503135|267.439541|148.484646,66,1,1,3.222965041202708,66,66|322|578|834,27.937891|280.549214|296.165303|268.834273,66,1,1,6.226350762367678,66,66|322|578|834,58.2406067|181.10964|0.00128081698|172.258403
clean,,,0,0,26,34,730024,586,586,1,1,17.39204749819715,74,0,1,0.0,586,1,1,3.724828283043756,586,1,1,6.7243641976959605,586,1,1,17.39204749819715,74,74|330|586|842,0.00474819529|0.0167282206|657.363873|0.022391067,586,1,1,0.0,74,74|330|586|842,13.2254568|6.22366657|81.8956148|2.10484086,586,1,1,3.724828283043756,74,74|330|586|842,24.855093|74.2609609|162.981748|16.9213012,586,1,1,6.7243641976959605,74,74|330|586|842,0.000965126456|53.7755916|338.422827|13.8824284
clean,,,0,0,27,35,734121,425,425,1,1,14.05491593706033,169,0,1,0.0,425,1,1,4.41628634202376,425,1,1,7.430426811158746,425,1,1,14.05491593706033,169,169|425|681|937,0.0247020494|3926.59958|0.00408179385|0.00156928094,425,1,1,0.0,169,169|425|681|937,49.797558|1015.98212|54.3655712|2.35650871,425,1,1,4.41628634202376,169,169|425|681|937,54.1016439|976.202934|77.1357459|22.6662509,425,1,1,7.430426811158746,169,169|425|681|937,43.4124418|2073.4759|59.8726811|0.0299693603
clean,,,0,0,28,36,738217,860,860,1,1,19.855667090117638,92,0,1,0.0,860,1,1,3.5277601029423145,860,1,1,6.581418785974017,860,1,1,19.855667090117638,92,92|348|604|860,0.00991693193|0.00542515529|0.0113791253|2198.29767,860,1,1,0.0,92,92|348|604|860,0.695463226|0.453083495|13.742896|401.635099,860,1,1,3.5277601029423145,92,92|348|604|860,153.320241|281.42313|302.731931|496.04861,860,1,1,6.581418785974017,92,92|348|604|860,105.650601|3.64653306e-05|206.451142|1080.24912
clean,,,0,0,29,37,742313,553,553,1,1,14.222979795610444,41,0,1,0.0,553,1,1,4.377629071383563,553,1,1,7.392603707805218,553,1,1,14.222979795610444,41,41|297|553|809,0.0195284786|0.0238976545|4963.41454|0.0176487669,553,1,1,0.0,41,41|297|553|809,11.0964006|92.7564935|4096.71732|88.6548002,553,1,1,4.377629071383563,41,41|297|553|809,12.3698408|93.008823|1162.04465|46.8874703,553,1,1,7.392603707805218,41,41|297|553|809,0.00202129549|72.6838103|2507.55382|36.4777478
clean,,,0,0,30,38,746409,629,629,1,1,15.131009073300987,117,0,1,0.0,629,1,1,4.3548825005055285,629,1,1,7.372365078589738,629,1,1,15.131009073300987,117,117|373|629|885,0.0062180042|0.0362262092|3371.51177|0.0303416768,629,1,1,0.0,117,117|373|629|885,5.19540717|71.2752518|1012.77625|54.8016782,629,1,1,4.3548825005055285,117,117|373|629|885,51.8383271|118.409901|816.61412|23.8239764,629,1,1,7.372365078589738,117,117|373|629|885,0.00282160616|90.4849674|1724.13159|18.2222579
clean,,,0,0,31,39,750505,759,759,1,1,17.989430073500657,247,0,1,0.0,759,1,1,3.8714961968511212,759,1,1,6.901358193322721,759,1,1,17.989430073500657,247,247|503|759|1015,0.0214292758|0.0423734609|2647.0079|0.0236922235,759,1,1,0.0,247,247|503|759|1015,5.42521955|56.866404|1048.94904|0,759,1,1,3.8714961968511212,247,247|503|759|1015,147.42869|184.184129|612.628072|6.70956,759,1,1,6.901358193322721,247,247|503|759|1015,0.0199377003|137.401392|1275.81009|4.63129995
clean,,,0,0,32,40,754601,494,494,1,1,14.783137635250007,238,0,1,0.0,494,1,1,4.399298375972388,494,1,1,7.389914080441532,494,1,1,14.783137635250007,238,238|494|750|1006,0.0522799676|3742.60303|0.0173228827|4.27658042e-06,494,1,1,0.0,238,238|494|750|1006,92.9372415|1733.77526|91.4215068|0,494,1,1,4.399298375972388,238,238|494|750|1006,70.525253|879.478209|54.0044243|0.557009644,494,1,1,7.389914080441532,238,238|494|750|1006,54.7272661|1834.38492|41.9596386|3.36302033e-05
clean,,,0,0,33,41,758697,303,303,1,1,16.975277618199602,47,0,1,0.0,303,1,1,4.3231120834214005,303,1,1,7.365203824960615,303,1,1,16.975277618199602,47,47|303|559|815,0.101848492|2385.12373|0.0221200283|0.0016251372,303,1,1,0.0,47,47|303|559|815,23.6741908|1097.91435|81.3797885|10.7915263,303,1,1,4.3231120834214005,47,47|303|559|815,11.7051093|562.241219|114.256491|90.438932,303,1,1,7.365203824960615,47,47|303|559|815,9.0969384|1192.24463|89.461172|0.00311358789
clean,,,0,0,34,42,762793,1022,1022,1,1,27.560398932070683,254,0,1,0.0,1022,1,1,3.826979313392509,1022,1,1,6.858920305128019,1022,1,1,27.560398932070683,254,254|510|766|1022,0.0033776548|0.000871179078|0.00402337528|102.929635,510,0,1,0.0,254,254|510|766|1022,0.915973431|7.22546211|0.124175901|0,1022,1,1,3.826979313392509,254,254|510|766|1022,606.427193|608.250051|664.366563|0,1022,1,1,6.858920305128019,254,254|510|766|1022,344.621624|0.00159664792|359.924837|106.581248
clean,,,0,0,35,43,766889,720,720,1,1,17.403231077487952,208,0,1,0.0,720,1,1,4.314435448175814,720,1,1,7.293412703344805,720,1,1,17.403231077487952,208,208|464|720|976,0.0207415263|0.0166423295|2300.95359|0.0434434632,720,1,1,0.0,208,208|464|720|976,13.1151541|78.956619|510.101595|20.5539844,720,1,1,4.314435448175814,208,208|464|720|976,112.346255|158.290268|518.580654|6.5266746,720,1,1,7.293412703344805,208,208|464|720|976,0.000571807718|115.895842|1138.83449|3.94708431
clean,,,0,0,36,44,770985,314,314,1,1,17.48459131789031,58,0,1,0.0,314,1,1,4.304064008493894,314,1,1,7.2935851226208035,314,1,1,17.48459131789031,58,58|314|570|826,0.0197154635|1999.11345|0.0187296246|0.00564909744,314,1,1,0.0,58,58|314|570|826,32.4953428|891.829254|108.307111|17.7416232,314,1,1,4.304064008493894,58,58|314|570|826,14.260159|486.003815|103.282719|80.2567629,314,1,1,7.2935851226208035,58,58|314|570|826,11.2705545|1006.80061|77.3741164|0.00585451956
clean,,,0,0,37,45,775081,602,602,1,1,16.375717383840318,90,0,1,0.0,602,1,1,4.369752647789909,602,1,1,7.359948149704857,602,1,1,16.375717383840318,90,90|346|602|858,0.109833527|0.0190872343|2120.52511|0.0153659075,602,1,1,0.0,90,90|346|602|858,15.697275|141.474647|1180.59251|99.7314844,602,1,1,4.369752647789909,90,90|346|602|858,33.9040912|90.5652823|529.103592|23.8456033,602,1,1,7.359948149704857,90,90|346|602|858,0.00100677557|68.6737434|1100.23829|18.62972
clean,,,0,0,38,46,779177,7,7,1,1,24.710265846777588,7,1,1,0.0,7,1,1,3.717585180319674,7,1,1,6.784814950078624,7,1,1,24.710265846777588,7,7|263|519|775,81.5820931|0.118255329|0.00773634386|0.00425466274,775,0,1,0.0,7,7|263|519|775,0|35.4553705|28.4391405|37.3254811,7,1,1,3.717585180319674,7,7|263|519|775,0|572.835933|566.209822|611.434393,7,1,1,6.784814950078624,7,7|263|519|775,80.9715669|333.868123|0.0108020207|329.200553
clean,,,0,0,39,47,783273,414,414,1,1,16.90919403041108,158,0,1,0.0,414,1,1,4.323808719624579,414,1,1,7.3135781255556465,414,1,1,16.90919403041108,158,158|414|670|926,0.00563883609|1714.57003|0.0165283268|0.010732599,414,1,1,0.0,158,158|414|670|926,93.4555803|713.412165|155.71604|18.295211,414,1,1,4.323808719624579,158,158|414|670|926,38.2672908|418.761068|60.4383243|24.332869,414,1,1,7.3135781255556465,158,158|414|670|926,29.8828433|871.997185|46.5870941|0.0158132624
clean,,,0,0,40,48,787369,807,807,1,1,19.6685571945009,39,0,1,0.0,807,1,1,3.5092296937790572,807,1,1,6.5839483085825155,807,1,1,19.6685571945009,39,39|295|551|807,0.0575086238|0.0234769578|0.0277358289|1195.99031,807,1,1,0.0,39,39|295|551|807,9.63772507|60.9301161|187.798026|459.381554,807,1,1,3.5092296937790572,39,39|295|551|807,49.8705294|187.720328|213.394195|290.331618,807,1,1,6.5839483085825155,39,39|295|551|807,36.5044362|0.0114206469|151.818085|595.523841
clean,,,0,0,41,49,791465,195,195,1,1,20.20978347669445,195,1,1,0.0,195,1,1,3.8596477118965926,195,1,1,6.930657653543668,195,1,1,20.20978347669445,195,195|451|707|963,786.923559|0.0513938535|0.00325023437|0.000136799326,195,1,1,0.0,195,195|451|707|963,271.129131|206.506794|75.9707997|14.2893987,195,1,1,3.8596477118965926,195,195|451|707|963,185.07511|165.324055|173.555286|64.2806707,195,1,1,6.930657653543668,195,195|451|707|963,403.89191|122.841321|0.0102258735|46.3676136
clean,,,0,0,42,50,795561,826,826,1,1,20.388819301278826,58,0,1,0.0,826,1,1,3.5261099924147965,826,1,1,6.576593275848898,826,1,1,20.388819301278826,58,58|314|570|826,0.0148394192|0.00358411451|0.00644586976|884.953734,826,1,1,0.0,58,58|314|570|826,21.0380802|95.6359989|218.839126|262.90215,826,1,1,3.5261099924147965,58,58|314|570|826,79.8836928|207.521135|226.777555|218.697989,826,1,1,6.576593275848898,58,58|314|570|826,56.0169539|0.0047427762|156.075622|439.709009
clean,,,0,0,43,51,799657,928,928,1,1,21.245572124826243,160,0,1,0.0,928,1,1,3.3561606735539473,928,1,1,6.400731929928273,928,1,1,21.245572124826243,160,160|416|672|928,0.00438423649|0.00198862065|0.0082678003|637.129273,672,0,1,0.0,160,160|416|672|928,51.7256759|80.0877437|103.126109|63.8624854,928,1,1,3.3561606735539473,160,160|416|672|928,313.01852|376.330705|393.482583|161.953261,928,1,1,6.400731929928273,160,160|416|672|928,192.929692|0.00314485395|245.397717|325.473947
clean,,,0,0,44,52,803753,761,761,1,1,19.218054030916022,249,0,1,0.0,761,1,1,3.777809107038104,761,1,1,6.8494962871920375,761,1,1,19.218054030916022,249,249|505|761|1017,0.0160218692|0.00913822394|750.842169|0.0280046813,505,0,1,0.0,249,249|505|761|1017,96.0619618|235.871025|211.047984|0,761,1,1,3.777809107038104,249,249|505|761|1017,136.360326|163.448177|183.03198|3.75192822,761,1,1,6.8494962871920375,249,249|505|761|1017,0.00679281669|117.385599|380.981496|2.8089456
clean,,,0,0,45,53,807849,590,590,1,1,18.27694304713982,78,0,1,0.0,590,1,1,4.298429115809514,590,1,1,7.290149435670571,590,1,1,18.27694304713982,78,78|334|590|846,0.0090214228|0.0240743183|935.018487|0.023817384,590,1,1,0.0,78,78|334|590|846,38.7691024|265.747703|310.453263|140.23208,590,1,1,4.298429115809514,78,78|334|590|846,25.8840391|77.2668551|219.355737|19.2031289,590,1,1,7.290149435670571,78,78|334|590|846,0.000802176662|58.1481055|452.89271|15.1517735
clean,,,0,0,46,54,811945,383,383,1,1,19.431102641295727,127,0,1,0.0,383,1,1,4.148696965028479,383,1,1,7.1888339131019565,383,1,1,19.431102641295727,127,127|383|639|895,0.0509307924|651.049963|0.0102637976|7.04314191e-05,639,0,1,0.0,127,127|383|639|895,68.9309472|162.568311|230.086326|50.8873607,383,1,1,4.148696965028479,127,127|383|639|895,25.7352928|144.562078|60.1950038|36.6947106,383,1,1,7.1888339131019565,127,127|383|639|895,20.4031853|309.357511|48.166031|2.49621026e-05
clean,,,0,0,47,55,816041,267,267,1,1,19.505528698558095,11,0,1,0.0,267,1,1,4.041077081171326,267,1,1,7.081220533738164,267,1,1,19.505528698558095,11,11|267|523|779,0.219497544|444.193828|0.028771243|5.86696131e-05,523,0,1,0.0,11,11|267|523|779,0|101.545977|337.021726|145.555671,267,1,1,4.041077081171326,11,11|267|523|779,1.55263197|97.9934581|105.077594|101.446125,267,1,1,7.081220533738164,11,11|267|523|779,1.53603682|211.620747|80.4676364|0.00392626269
