packet_index,chirps,bin_index,signed_bin,raw_avg_power,raw_relative_db,raw_peak_signed_bin,synced_avg_power,synced_relative_db,synced_peak_signed_bin,synced_bin0_relative_db
7,8,0,0,0.06689103174830652,-41.149372347272426,-20,836.57208585743,0.0,0,0.0
7,8,1,1,0.057091605507319704,-41.8373287319187,-20,0.677681943504642,-30.91477455021259,0,0.0
7,8,2,2,0.04952369750562154,-42.45492067195606,-20,0.6287970242172871,-31.23992891519848,0,0.0
7,8,3,3,0.032176459977881884,-44.327668676818455,-20,0.3785414869240615,-33.44389885540145,0,0.0
7,8,4,4,0.08535784953796692,-40.09061664265147,-20,0.44935458172644205,-32.69914195037569,0,0.0
7,8,5,5,0.060701323485935536,-41.57106969217935,-20,0.41690772798313486,-33.024634237843934,0,0.0
7,8,6,6,0.04703553835479893,-42.67879010231161,-20,0.4544193527013615,-32.65046550531824,0,0.0
7,8,7,7,0.03206592241623829,-44.342613919709805,-20,0.48686547139067343,-32.35094393881718,0,0.0
7,8,8,8,0.04848509927521963,-42.54696840243423,-20,0.33996580058762105,-33.91068138576731,0,0.0
7,8,9,9,0.06319784689055652,-41.396028470216294,-20,0.5026356124347612,-32.21250113539941,0,0.0
7,8,10,10,0.07493256712119781,-40.65634518041577,-20,0.3035260870909298,-34.403073460276126,0,0.0
7,8,11,11,0.02640065048298852,-45.186905018861935,-20,0.5503569162598755,-31.81858940691772,0,0.0
7,8,12,12,0.06275950314068658,-41.42625632753991,-20,0.30110859050918404,-34.43780223317298,0,0.0
7,8,13,13,0.03584493703129166,-43.85877307627454,-20,0.45234353670121474,-32.67034979965167,0,0.0
7,8,14,14,0.06643992129166104,-41.17876020135351,-20,0.26818127214079057,-34.94074922698402,0,0.0
7,8,15,15,0.0334176358425215,-44.16329407293862,-20,0.41607416237488826,-33.03332621708133,0,0.0
7,8,16,16,0.05171657283859916,-42.26675392154419,-20,0.24181681323082604,-35.39016875711781,0,0.0
7,8,17,17,0.02665312712093291,-45.14556958776832,-20,0.33610047809775573,-33.960342390097466,0,0.0
7,8,18,18,0.033609553125032804,-44.138423913281,-20,0.205860629968445,-36.08930071800249,0,0.0
7,8,19,19,0.050875893027745506,-42.33793083927685,-20,0.31467692956282306,-34.246384653358255,0,0.0
7,8,20,20,0.053378291951321336,-42.12940456714751,-20,0.18929976581015456,-36.45353292574753,0,0.0
7,8,21,21,0.057274835791214895,-41.82341276699126,-20,0.2626154339183199,-35.0318312325135,0,0.0
7,8,22,22,0.04566332680284173,-42.807375805837424,-20,0.14712968030240683,-37.548030779615196,0,0.0
7,8,23,23,0.05576217842720133,-41.93965397685719,-20,0.23437721834235453,-35.52587973638804,0,0.0
7,8,24,24,0.03382559453336207,-44.11059690740727,-20,0.18390380671103035,-36.579126502608666,0,0.0
7,8,25,25,0.07849873030001174,-40.45442497243455,-20,0.2727729959766721,-34.867019954968185,0,0.0
7,8,26,26,0.04756657536923401,-42.630032445983176,-20,0.16127904319337194,-37.14925430986185,0,0.0
7,8,27,27,0.0555175261453259,-41.958750236611365,-20,0.1810314543935695,-36.647493287372505,0,0.0
7,8,28,28,0.02912501146840219,-44.76039024382226,-20,0.09874435443749041,-39.2799109439366,0,0.0
7,8,29,29,0.03129968910900388,-44.44765105583079,-20,0.09594961033143584,-39.404601539295335,0,0.0
7,8,30,30,0.027825736506127643,-44.9585846113412,-20,0.12611637947940302,-38.21731874630157,0,0.0
7,8,31,31,0.0708549647515537,-40.899348431043606,-20,0.10572290064577147,-38.98334299197781,0,0.0
7,8,32,32,0.025076179700208954,-45.41043756019292,-20,0.06384653842396176,-41.17366013219304,0,0.0
7,8,33,33,0.032289319499605534,-44.31246237108944,-20,0.11026778563103852,-38.800547159836995,0,0.0
7,8,34,34,0.050979787541135066,-42.329071082165314,-20,0.06875070477469244,-40.85226214708162,0,0.0
7,8,35,35,0.03283106966584073,-44.24020096760678,-20,0.049730382303743256,-42.25881571360509,0,0.0
7,8,36,36,0.03810667542922262,-43.59304068497749,-20,0.05709697704844427,-41.65890253759419,0,0.0
7,8,37,37,0.03381391367532929,-44.1120968982772,-20,0.05341699733776816,-41.94823897332826,0,0.0
7,8,38,38,0.07793039643172281,-40.48598243926488,-20,0.027453023053803906,-44.83913194485463,0,0.0
7,8,39,39,0.028055189945380615,-44.92291916021304,-20,0.03449627773500392,-43.847311334984134,0,0.0
7,8,40,40,0.07289162680528968,-40.77627486445828,-20,0.041523555005455064,-43.042088410552125,0,0.0
7,8,41,41,0.0322857930448316,-44.31293670858268,-20,0.04427922601753821,-42.76303348270834,0,0.0
7,8,42,42,0.022152019860431377,-45.94891797321029,-20,0.03871100215817998,-43.346689546898254,0,0.0
7,8,43,43,0.04635541329872805,-42.74204671884385,-20,0.02434367056578196,-45.36117307019448,0,0.0
7,8,44,44,0.04482395135469211,-42.887949912856136,-20,0.031331250095238294,-44.26525645979615,0,0.0
7,8,45,45,0.03829552601026408,-43.571570902499914,-20,0.0487703815638261,-42.34347215871259,0,0.0
