dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,gt,0,5,0.634605790192253,0.9359547517849323,0.9359547517849323,-0.42404216193193944,-0.42404216193193944,104.2,324,803|711|922|718|107
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,hard,0,5,0.05976151320527028,0.09839901503433343,0.4391940185966871,2.5036124027265503,-0.42404216193193944,1.0,1,41|851|983|3|314
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,0,5,0.19944558668181014,0.028626686164090216,0.42150008140272843,-2.1508829371050453,-0.42404216193193944,546.4,885,462|43|999|65|192
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,1,5,0.512338619080935,0.6456164361043952,0.6539066207109481,-0.34582823694630127,-0.42404216193193944,413.4,739,452|492|48|815|190
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,2,5,0.035850392981739095,0.10182328003355404,0.6013842405722426,-2.232164074835218,-0.42404216193193944,587.2,912,937|619|242|149|258
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,3,5,0.21728174216136287,0.10950630184768813,0.423896965204933,2.176954245433591,-0.42404216193193944,711.8,1000,918|636|581|1007|401
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,4,5,0.33228899513028537,0.3688025766546164,0.3838869103972025,-0.27374873744973316,-0.42404216193193944,535.2,896,907|240|349|1023|782
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,5,5,0.084361990993141,0.16510295303789832,0.5515465194543482,1.9407788641044101,-0.42404216193193944,508.4,782,1023|867|885|765|881
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,6,5,0.09337878165840072,0.2560549348274075,0.39816828638832713,-0.876456041750826,-0.42404216193193944,516.0,760,999|112|334|875|427
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,7,5,0.10460035095582645,0.14861053254950884,0.3861698879203775,2.0742026184916744,-0.42404216193193944,659.8,1002,945|896|373|318|873
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,8,5,0.14292105674843628,0.08464606801222536,0.6157114747813196,-2.400860775784633,-0.42404216193193944,521.0,687,987|52|578|914|996
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,9,5,0.0917480968076858,0.020870222161339366,0.7439808536799775,-3.0097025055747957,-0.42404216193193944,546.4,1015,695|807|142|1006|283
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,10,5,0.22513083002469467,0.10826655722278847,0.45144816026851875,0.6632847560056558,-0.42404216193193944,391.0,1014,410|18|644|615|248
0_0_0_10_14_32,-22.0,53,0,0,0,10,1,0,5,random_valid,11,5,0.11984726261105785,0.021557549343963023,0.576629613349023,3.0940508560495035,-0.42404216193193944,554.4,955,895|934|765|673|212
