dataset,snr_db,seed,packet_index,block_index,block_symbol_offset,sf,cr,ldro,block_len,hypothesis,trial,hard_errors,raw_coherence,gt_slope_coherence,best_linear_coherence,best_slope_rad_per_symbol,gt_slope_rad_per_symbol,mean_selected_rank,max_selected_rank,selected_bins
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,gt,0,2,0.5191292576825425,0.8310285983743383,0.8310285983743378,-0.4133069173260675,-0.4133069173260675,127.6,633,803|711|922|718|107
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,hard,0,2,0.10178020962016938,0.10186886960930007,0.6859670948764058,1.195446167182448,-0.4133069173260675,1.0,1,803|495|246|718|107
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,0,2,0.4507059886586333,0.15430647334634834,0.7221142729794686,0.5421298525965303,-0.4133069173260675,632.4,1009,824|88|708|537|902
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,1,2,0.07119035662826126,0.042709271849077225,0.762438903891792,-1.8318928116734234,-0.4133069173260675,468.2,751,228|139|398|289|237
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,2,2,0.4281280517702391,0.3541285079637712,0.43294496443788494,-0.07591351542723679,-0.4133069173260675,545.0,932,605|301|129|857|141
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,3,2,0.4601062945743046,0.37784365968237593,0.5390434621644122,1.7536788866877853,-0.4133069173260675,383.8,740,694|328|415|270|926
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,4,2,0.1231470939656075,0.29307805743806015,0.4272910706512128,-0.8825904672398956,-0.4133069173260675,611.8,1016,710|789|511|47|346
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,5,2,0.0713494150811482,0.14073046016396448,0.5619065901577139,-2.568023870361781,-0.4133069173260675,437.4,899,553|605|14|301|260
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,6,2,0.05414666109526339,0.13505979084861466,0.4897594140097332,1.2751936985403534,-0.4133069173260675,667.0,888,187|477|516|297|860
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,7,2,0.0159557821867636,0.06053431297572896,0.7525461710188397,-1.6064526749501138,-0.4133069173260675,397.8,1005,825|355|453|262|20
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,8,2,0.2776360107265668,0.5594996852180382,0.6180176312147303,-0.67248639423926,-0.4133069173260675,700.2,944,902|383|86|362|202
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,9,2,0.037695525096230774,0.22482164094940751,0.5501669374974884,-1.149437976014425,-0.4133069173260675,470.6,910,175|88|304|381|139
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,10,2,0.1435076628380636,0.04825833164386152,0.48933207696545883,-2.834871379136311,-0.4133069173260675,500.4,884,552|716|539|943|811
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,11,2,0.46753917753875623,0.10430657555468999,0.6264598798382539,0.33509299234042933,-0.4133069173260675,429.4,980,488|1023|746|538|728
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,12,2,0.12308797127399844,0.2850231376740371,0.5873054823100419,-0.9930101260431492,-0.4133069173260675,383.0,704,535|876|814|102|310
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,13,2,0.13975041980607797,0.2249804620600413,0.5449886753683528,1.3196682833361075,-0.4133069173260675,476.8,866,620|541|877|845|488
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,14,2,0.2861458612760666,0.6919459040292308,0.7941019073388241,-0.6663519687501904,-0.4133069173260675,491.8,931,997|352|482|273|27
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,15,2,0.4189495349896228,0.1737883119655662,0.4915395667597465,-1.8134895352062144,-0.4133069173260675,623.8,828,477|453|798|209|118
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,16,2,0.15177423226205983,0.1878245166258616,0.5450618486969737,-2.857875474720322,-0.4133069173260675,585.6,834,7|376|800|52|656
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,17,2,0.3566210332571668,0.33949616876024163,0.48377459386589,1.8303592053011561,-0.4133069173260675,287.6,544,824|506|221|245|703
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,18,2,0.04161745146362196,0.0769770742085278,0.8621649522024757,2.7735271242456143,-0.4133069173260675,496.2,662,568|706|831|116|910
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,19,2,0.5805093577995875,0.3710086138256148,0.5812060970072592,-0.02070368602560979,-0.4133069173260675,468.4,679,581|951|1005|94|648
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,20,2,0.14243845067788732,0.059864961254868426,0.4886257760604677,-2.2781722660032404,-0.4133069173260675,721.8,880,191|454|873|165|572
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,21,2,0.36466900417361353,0.30396835180351,0.4300563415285363,0.39337003448659136,-0.4133069173260675,420.0,572,541|613|212|397|416
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,22,2,0.23142879863408752,0.2036084771491135,0.6044517788331312,2.93608939970596,-0.4133069173260675,191.6,525,611|123|547|109|233
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,23,2,0.27753574945291365,0.5961904681207562,0.6162939039348901,-0.5298610016183907,-0.4133069173260675,457.8,867,694|206|938|302|463
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,24,2,0.17919979385081178,0.36193763875614987,0.5914153850558663,2.552687806639107,-0.4133069173260675,712.6,971,41|575|803|62|916
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,25,2,0.04778728062040579,0.01041332917101867,0.6777182677690812,1.167841252481634,-0.4133069173260675,746.6,973,772|973|773|975|112
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,26,2,0.3125792668529732,0.24488942448639475,0.4462126074365086,0.5651339481805415,-0.4133069173260675,431.2,778,565|865|996|697|236
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,27,2,0.03936077514352299,0.09209621618721041,0.43316270723560574,1.692334631797089,-0.4133069173260675,495.0,990,976|868|447|365|887
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,28,2,0.26874380401732834,0.11787570547282825,0.4295512458470172,2.2352312875797526,-0.4133069173260675,205.6,356,112|65|932|449|7
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,29,2,0.0875422122031542,0.20271546902586302,0.6148392132268591,-2.58642714682899,-0.4133069173260675,295.0,654,393|763|996|620|651
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,30,2,0.12308986021652622,0.08325717131320234,0.44731568639569963,2.259768989536031,-0.4133069173260675,807.6,998,378|169|593|193|650
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,31,2,0.08665433860387504,0.20683224867163283,0.5023313663656724,1.1939125608101806,-0.4133069173260675,502.6,858,268|861|257|927|268
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,32,2,0.31012587587126933,0.20732392159956972,0.4430177538695446,-2.4775410943980036,-0.4133069173260675,615.0,1017,927|389|908|51|654
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,33,2,0.2108296408542673,0.05563209820327343,0.5280772330341605,0.7721708084366421,-0.4133069173260675,610.8,961,196|563|260|835|85
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,34,2,0.12196227598032126,0.04525426131756428,0.295627797483656,1.3212018897083757,-0.4133069173260675,596.4,995,959|783|694|932|935
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,35,2,0.3421016175722045,0.3156588023111266,0.49574128062746237,2.253634564046962,-0.4133069173260675,581.2,991,827|1000|360|233|739
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,36,2,0.12052061395362379,0.06116710460821717,0.5529579782578439,-2.824136134530439,-0.4133069173260675,342.4,758,718|129|342|581|53
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,37,2,0.19008975077807666,0.07744711881526777,0.4375949182101096,3.037307420275609,-0.4133069173260675,475.0,848,261|699|1018|184|739
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,38,2,0.12633337640891973,0.0197733834908403,0.539471365077765,2.837938591880846,-0.4133069173260675,504.0,909,802|805|249|213|638
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,39,2,0.192496539793559,0.23787346508892862,0.5429554086467182,-2.0082575444841755,-0.4133069173260675,633.6,1018,472|67|90|495|501
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,40,2,0.10825576347018709,0.35127763523433064,0.584178411230629,-0.9132625946852437,-0.4133069173260675,594.0,1018,11|480|59|147|772
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,41,2,0.22832200465639182,0.11242690730361801,0.4966681799243972,0.5528650972024018,-0.4133069173260675,674.8,943,843|36|992|949|611
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,42,2,0.44494531959383316,0.2069605725926676,0.508159912935973,0.2875511948001397,-0.4133069173260675,696.8,1008,81|716|969|997|164
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,43,2,0.14943006630777206,0.19382583241433196,0.5459669655589054,2.000589512622839,-0.4133069173260675,538.2,1002,647|851|1023|436|284
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,44,2,0.29000731020948783,0.08807776017547597,0.42442892705821716,-1.6524608661181361,-0.4133069173260675,450.4,862,752|223|529|315|212
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,45,2,0.2608041117246335,0.19421058128125882,0.41471300570452496,2.646237795347419,-0.4133069173260675,376.6,618,998|615|786|11|205
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,46,2,0.24526927521085784,0.016633976643161946,0.6341498179226032,-1.3472731980369212,-0.4133069173260675,374.2,934,658|237|456|700|872
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,47,2,0.01281136881690768,0.16608985834649914,0.4190435352940894,2.089538682214349,-0.4133069173260675,309.2,619,727|507|148|468|929
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,48,2,0.36447990835334787,0.3672288978538609,0.41640967656630046,-0.20933726981450151,-0.4133069173260675,563.2,756,951|661|109|940|552
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,49,2,0.2420554506549013,0.0942379300156908,0.5752056777933096,1.6233223450450556,-0.4133069173260675,465.8,975,485|595|127|803|987
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,50,2,0.07997479556818358,0.09055680487737422,0.5306170399268094,-1.9821862361556297,-0.4133069173260675,662.4,929,317|628|919|838|539
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,51,2,0.3507863162388445,0.3179600098460334,0.44083398588924216,-1.4147518784166875,-0.4133069173260675,348.0,926,337|884|133|766|805
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,52,2,0.5637055050557417,0.1928058036228821,0.7035015605451972,0.3136225031286859,-0.4133069173260675,523.0,625,734|585|692|473|165
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,53,2,0.21788376343161803,0.20909174215929013,0.5117270483286517,-1.572713334760231,-0.4133069173260675,478.2,1002,401|700|647|455|1012
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,54,2,0.14314163184445017,0.08084401263792619,0.768711657658632,0.8657207971449541,-0.4133069173260675,479.8,613,781|988|178|374|990
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,55,2,0.5506222026480986,0.28160787834633627,0.579322378922924,0.1663962913910142,-0.4133069173260675,305.2,913,100|390|733|999|883
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,56,2,0.46239415060426486,0.12721780127965615,0.6629583014597639,2.0481313101631287,-0.4133069173260675,465.0,995,128|232|430|714|789
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,57,2,0.46795145229688273,0.23807846280956296,0.531378626341739,0.24154300363211734,-0.4133069173260675,619.0,972,541|325|799|673|671
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,58,2,0.29571522209062134,0.3206071661345079,0.4091626948770934,-2.794997613457358,-0.4133069173260675,564.4,920,299|171|620|355|84
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,59,2,0.18371403467558878,0.061527120358170546,0.6080702437099831,-2.8900812085379375,-0.4133069173260675,472.6,844,1009|304|31|150|425
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,60,2,0.1301355975321315,0.2622465622429104,0.8187002989866948,-1.1371691250362859,-0.4133069173260675,549.2,843,283|291|867|701|973
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,61,2,0.11914283673599924,0.37976377741694145,0.4658306020758041,-2.2536345640469615,-0.4133069173260675,655.0,878,469|414|524|359|993
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,62,2,0.33582059607734693,0.08329762039210394,0.732337013522036,0.6387470540493769,-0.4133069173260675,440.6,884,640|819|167|943|704
0_0_0_10_14_32,-18.0,50,0,0,0,10,1,0,5,random_valid,63,2,0.6841926185814536,0.5129848882336423,0.6842013325310636,0.002300409558401384,-0.4133069173260675,530.2,958,529|409|52|237|920
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,gt,0,5,0.5212013986732117,0.8681185946257154,0.8681185946257152,-0.49458805505624026,-0.49458805505624026,72.8,277,468|89|713|865|492
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,hard,0,5,0.18250151426390362,0.07998927270164834,0.4648368493323375,2.9391566124504953,-0.49458805505624026,1.0,1,861|90|389|428|665
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,0,5,0.38035130105472525,0.17021265133365998,0.48493946781670133,2.93608939970596,-0.49458805505624026,514.0,800,222|98|658|801|182
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,1,5,0.0014483216899262158,0.06162294032634313,0.6389571818653093,-2.216828011112544,-0.49458805505624026,332.0,569,889|422|848|164|898
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,2,5,0.20101054443392902,0.26214364265307294,0.442169130454114,0.831981456955071,-0.49458805505624026,672.8,871,741|293|882|127|490
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,3,5,0.6291166608319702,0.28235169444578934,0.6360495408018546,0.0728463026827022,-0.49458805505624026,472.2,595,698|463|738|540|296
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,4,5,0.11368055032609722,0.08607496853792108,0.47342861524256863,-1.488364984285523,-0.49458805505624026,407.6,814,959|239|745|732|370
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,5,5,0.02779837591075908,0.07360380901599617,0.5888014764138215,-2.9836311972462495,-0.49458805505624026,728.8,916,216|957|352|739|349
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,6,5,0.5092267163058295,0.29775671630068445,0.509387128200931,-0.01303565416427288,-0.49458805505624026,614.8,908,807|131|720|54|1013
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,7,5,0.027418437125579894,0.0923745317473132,0.7046754894206122,3.054177090370551,-0.49458805505624026,567.8,895,228|95|113|809|398
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,8,5,0.12649665491606585,0.04137499042461058,0.5946255230286976,2.149349330732778,-0.49458805505624026,532.0,960,312|71|280|690|1018
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,9,5,0.28275746138698293,0.5783388897110975,0.5902996331138675,-0.5942724692536219,-0.49458805505624026,443.4,993,553|876|825|863|722
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,10,5,0.23050438460543268,0.2416212780316383,0.7987384349041455,-2.10027392682022,-0.49458805505624026,425.8,697,582|629|416|782|268
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,11,5,0.3265180729725919,0.11588692020140764,0.5588218689020423,-1.420886303905757,-0.49458805505624026,505.4,840,679|672|934|312|908
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,12,5,0.045021825211658865,0.08205222345529316,0.7433671511640487,1.0390183172111715,-0.49458805505624026,369.6,987,866|192|368|150|945
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,13,5,0.5201478517595539,0.24092609840254667,0.5568082177489329,0.21240448255903654,-0.49458805505624026,681.0,948,480|689|62|566|162
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,14,5,0.2538697241242286,0.1954482239901895,0.47536385852469354,1.6785321744466826,-0.49458805505624026,545.8,681,913|467|229|515|965
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,15,5,0.08193189854157455,0.15251165683046056,0.36701928450207827,2.457604211558528,-0.49458805505624026,500.2,1015,725|876|548|428|798
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,16,5,0.13471860507492983,0.04806975613239659,0.3866089994202143,1.5251715372199408,-0.49458805505624026,399.8,889,997|283|475|273|285
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,17,5,0.010468547803471917,0.07472546642377655,0.7208198456101065,1.3687436872486654,-0.49458805505624026,657.8,975,67|305|853|335|209
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,18,5,0.2821282082366969,0.028486826770689158,0.7272463978488749,0.7629691702030375,-0.49458805505624026,502.6,1012,553|130|349|994|875
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,19,5,0.20038033497328656,0.20581973367489087,0.4393517149975767,-2.79959843257416,-0.49458805505624026,361.2,658,184|87|112|425|463
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,20,5,0.03540361077797206,0.3015630048276926,0.5339968437351519,-1.0313502853498342,-0.49458805505624026,613.6,941,691|422|942|941|675
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,21,5,0.3799790556792148,0.2427253650747233,0.5081376036670213,2.837938591880846,-0.49458805505624026,521.2,776,658|690|708|545|352
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,22,5,0.14506199932901503,0.030845320708445503,0.3950196521111993,-2.508213221843352,-0.49458805505624026,391.2,684,338|709|328|132|478
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,23,5,0.1721804562728153,0.20938888871380648,0.44942038514562055,-1.1018961784741355,-0.49458805505624026,646.0,753,564|780|256|308|485
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,24,5,0.06238955116722478,0.18198979516374744,0.46136265145655203,1.2215174755109937,-0.49458805505624026,469.2,994,641|62|878|551|281
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,25,5,0.07523684958688037,0.16082545993829522,0.5171845405349187,-2.9452910379395645,-0.49458805505624026,603.6,954,762|1006|141|861|673
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,26,5,0.34723598728163135,0.10125255284864694,0.644871814010176,0.6464150859107143,-0.49458805505624026,508.0,844,146|564|784|852|859
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,27,5,0.05401483621893928,0.026856699595880128,0.4272297696528285,1.014480615254893,-0.49458805505624026,562.8,758,237|875|321|751|837
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,28,5,0.19077080138569882,0.0010550216563144136,0.741716568884264,1.951514108710282,-0.49458805505624026,438.2,946,862|189|405|877|882
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,29,5,0.19805820472103447,0.07056867138138805,0.6265822620358579,-2.7627918796397424,-0.49458805505624026,372.4,696,214|740|180|723|620
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,30,5,0.09640782023478627,0.11120097535959728,0.7851271412592056,1.6432592278845322,-0.49458805505624026,370.4,929,538|398|896|382|783
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,31,5,0.10056353760735431,0.027465609769820563,0.6831331021477259,0.831981456955071,-0.49458805505624026,391.2,568,884|158|401|71|413
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,32,5,0.006612350311570886,0.3059584486691478,0.6627969154801049,-1.0129470088826253,-0.49458805505624026,356.2,983,325|813|494|634|55
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,33,5,0.06189131227881263,0.2571620884789607,0.43102043937606344,-2.834871379136311,-0.49458805505624026,576.2,874,334|765|284|180|300
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,34,5,0.06932034973812445,0.12886453837422968,0.6373148394129391,-1.7030698764029608,-0.49458805505624026,616.0,1023,256|955|102|243|793
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,35,5,0.04622630709050576,0.1633075294364215,0.4516788594547976,1.8947706729363878,-0.49458805505624026,611.0,932,989|251|750|60|133
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,36,5,0.391687279301339,0.38594815098656937,0.40094662445664575,-0.24000939725985004,-0.49458805505624026,513.4,944,783|238|701|205|412
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,37,5,0.08664384937676184,0.02664251327682824,0.5628330941109471,2.954492676173169,-0.49458805505624026,530.8,722,298|739|566|408|376
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,38,5,0.00946787733595618,0.05848668319624887,0.5404843760805376,-1.5190371117308714,-0.49458805505624026,386.0,640,347|474|962|91|141
0_0_0_10_14_32,-18.0,50,0,1,5,10,1,0,5,random_valid,39,5,0.2781802438859871,0.14410256962564674,0.6243251803409802,0.735364255502224,-0.49458805505624026,390.0,996,624|221|919|373|926
