dataset,packet_index,frame_index,event_index,payload_symbol_index,frame_symbol_index,source_start_sample,corrected_start_sample,gt_bin,clean_csv_margin_db,clean_recomputed_margin_db,waveform_source,gt_provenance,noise_covariance_source,noise_window_count,noise_windows_available,raw_noise_power,covariance_sample_count,segment_covariance_sample_count,savaux_bin,gt_match_savaux,savaux_correct,savaux_margin_db,savaux_fix_vs_savaux,savaux_break_vs_savaux,fixed_gls_bin,fixed_gls_correct,fixed_gls_margin_db,fixed_gls_fix_vs_savaux,fixed_gls_break_vs_savaux,segmented_gls_status,colored_ml_bin,colored_ml_correct,colored_ml_margin_db,colored_ml_fix_vs_savaux,colored_ml_break_vs_savaux
0_0_0_10_14_8,0,0,0,0,8,728281,728283,803,21.177893576348957,20.299509455762625,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,803,1,1,20.299509455762625,0,0,803,1,21.089367578001802,0,0,insufficient_covariance_samples:12<128,803,1,15.479758069054085,0,0
0_0_0_10_14_8,0,0,0,11,19,773337,773339,1023,30.16324500653387,28.476457851093397,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,1023,1,1,28.476457851093397,0,0,1023,1,25.227161447336425,0,0,insufficient_covariance_samples:12<128,1023,1,15.957810016475737,0,0
0_0_0_10_14_8,0,0,0,12,20,777433,777435,597,29.865465055628896,27.863719650534687,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,597,1,1,27.863719650534687,0,0,597,1,25.82740524689487,0,0,insufficient_covariance_samples:12<128,597,1,15.404311082484387,0,0
0_0_0_10_14_8,0,0,0,13,21,781529,781531,562,28.079480146032438,25.44042745135502,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,562,1,1,25.44042745135502,0,0,562,1,26.743713197560737,0,0,insufficient_covariance_samples:12<128,562,1,14.746374763375702,0,0
0_0_0_10_14_8,0,0,0,14,22,785625,785627,478,30.201558956691677,25.806344067231933,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,478,1,1,25.806344067231933,0,0,478,1,23.598660604835942,0,0,insufficient_covariance_samples:12<128,478,1,14.813625982896127,0,0
0_0_0_10_14_8,0,0,0,15,23,789721,789723,267,29.96530925475168,25.612265085780216,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,267,1,1,25.612265085780216,0,0,267,1,23.183164004730898,0,0,insufficient_covariance_samples:12<128,267,1,14.448958195145137,0,0
0_0_0_10_14_8,0,0,0,16,24,793817,793819,917,25.587874903330956,24.159065002248123,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,917,1,1,24.159065002248123,0,0,917,1,22.866418515211578,0,0,insufficient_covariance_samples:12<128,917,1,16.183978176459217,0,0
0_0_0_10_14_8,0,0,0,17,25,797913,797915,656,27.38474682513936,26.359702090927506,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,656,1,1,26.359702090927506,0,0,656,1,23.851371007297402,0,0,insufficient_covariance_samples:12<128,656,1,15.731493946987792,0,0
0_0_0_10_14_8,0,0,0,18,26,802009,802011,889,26.59256288356053,24.825853399633463,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,889,1,1,24.825853399633463,0,0,889,1,24.317786797957304,0,0,insufficient_covariance_samples:12<128,889,1,15.219575823816179,0,0
0_0_0_10_14_8,0,0,0,19,27,806105,806107,510,26.943564902585173,23.717092768219842,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,510,1,1,23.717092768219842,0,0,510,1,21.74990587290589,0,0,insufficient_covariance_samples:12<128,510,1,16.090509452342566,0,0
0_0_0_10_14_8,0,0,0,20,28,810201,810203,860,24.9433419552362,21.779790184353548,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,860,1,1,21.779790184353548,0,0,860,1,20.703139639518568,0,0,insufficient_covariance_samples:12<128,860,1,15.246212999296771,0,0
0_0_0_10_14_8,0,0,0,21,29,814297,814299,553,24.819885655345658,21.599194992156846,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,553,1,1,21.599194992156846,0,0,553,1,19.33932033546093,0,0,insufficient_covariance_samples:12<128,553,1,15.224966440795757,0,0
0_0_0_10_14_8,0,0,0,22,30,818393,818395,629,26.296612538406137,26.00093715359019,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,629,1,1,26.00093715359019,0,0,629,1,24.766836825075504,0,0,insufficient_covariance_samples:12<128,629,1,16.56757479834943,0,0
0_0_0_10_14_8,0,0,0,23,31,822489,822491,759,24.167000122619275,23.352335293710702,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,759,1,1,23.352335293710702,0,0,759,1,20.7378244205552,0,0,insufficient_covariance_samples:12<128,759,1,15.41964631247879,0,0
0_0_0_10_14_8,0,0,0,24,32,826585,826587,874,19.93720530774658,19.180779731276292,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,874,1,1,19.180779731276292,0,0,874,1,19.122179355155204,0,0,insufficient_covariance_samples:12<128,874,1,15.636447326644374,0,0
0_0_0_10_14_8,0,0,0,25,33,830681,830683,720,23.85318732953994,21.835967457062317,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,720,1,1,21.835967457062317,0,0,720,1,23.58454556773751,0,0,insufficient_covariance_samples:12<128,720,1,16.574994775903033,0,0
0_0_0_10_14_8,0,0,0,26,34,834777,834779,314,22.64654704591139,22.566853340727672,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,314,1,1,22.566853340727672,0,0,314,1,21.71794162758234,0,0,insufficient_covariance_samples:12<128,314,1,15.653006132178229,0,0
0_0_0_10_14_8,0,0,0,27,35,838873,838875,602,22.669471580573962,21.435872189081515,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,602,1,1,21.435872189081515,0,0,602,1,18.467798812734173,0,0,insufficient_covariance_samples:12<128,602,1,15.986216294083317,0,0
0_0_0_10_14_8,0,0,0,28,36,842969,842971,7,17.411897530312874,16.00109366776081,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,7,1,1,16.00109366776081,0,0,7,1,15.263682923130041,0,0,insufficient_covariance_samples:12<128,7,1,15.983289858377905,0,0
0_0_0_10_14_8,0,0,0,29,37,847065,847067,610,21.145573247028423,20.514150192787408,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,610,1,1,20.514150192787408,0,0,610,1,21.478495736788542,0,0,insufficient_covariance_samples:12<128,610,1,16.063360918925476,0,0
0_0_0_10_14_8,1,1,1,0,8,3228456,3228458,222,22.463380050089327,22.016362118967805,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,222,1,1,22.016362118967805,0,0,222,1,22.68172119218578,0,0,insufficient_covariance_samples:12<128,222,1,16.576628041719943,0,0
0_0_0_10_14_8,1,1,1,1,9,3232552,3232554,711,25.317146627635523,23.203546223758917,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,711,1,1,23.203546223758917,0,0,711,1,22.66124576437089,0,0,insufficient_covariance_samples:12<128,711,1,16.323156991658816,0,0
0_0_0_10_14_8,1,1,1,2,10,3236648,3236650,871,26.476821239853116,24.92373945610272,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,871,1,1,24.92373945610272,0,0,871,1,26.736470437639127,0,0,insufficient_covariance_samples:12<128,871,1,14.763899325854828,0,0
0_0_0_10_14_8,1,1,1,3,11,3240744,3240746,718,28.175983477053844,26.98244384039902,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,718,1,1,26.98244384039902,0,0,718,1,27.51821808123616,0,0,insufficient_covariance_samples:12<128,718,1,16.979188369181877,0,0
0_0_0_10_14_8,1,1,1,4,12,3244840,3244842,107,26.206288832143553,24.647398019905673,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,107,1,1,24.647398019905673,0,0,107,1,21.915329414905656,0,0,insufficient_covariance_samples:12<128,107,1,16.81758250947372,0,0
0_0_0_10_14_8,1,1,1,5,13,3248936,3248938,467,27.691248475673614,26.386398425309828,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,467,1,1,26.386398425309828,0,0,467,1,24.416609172650134,0,0,insufficient_covariance_samples:12<128,467,1,14.973592530352944,0,0
0_0_0_10_14_8,1,1,1,6,14,3253032,3253034,89,30.20010454133083,26.269448944704212,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,89,1,1,26.269448944704212,0,0,89,1,27.047155781563717,0,0,insufficient_covariance_samples:12<128,89,1,15.682746055992851,0,0
0_0_0_10_14_8,1,1,1,7,15,3257128,3257130,713,29.313465042367834,27.704492047631927,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,713,1,1,27.704492047631927,0,0,713,1,23.300827394366927,0,0,insufficient_covariance_samples:12<128,713,1,16.32715540392566,0,0
0_0_0_10_14_8,1,1,1,8,16,3261224,3261226,865,30.02447288275438,27.055047444823344,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,865,1,1,27.055047444823344,0,0,865,1,23.088509504560445,0,0,insufficient_covariance_samples:12<128,865,1,14.878280414678795,0,0
0_0_0_10_14_8,1,1,1,9,17,3265320,3265322,405,30.21486846415081,27.39228259942189,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,405,1,1,27.39228259942189,0,0,405,1,26.58159671114856,0,0,insufficient_covariance_samples:12<128,405,1,16.342631740553763,0,0
0_0_0_10_14_8,1,1,1,10,18,3269416,3269418,765,28.215022492833135,25.77601708786031,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,765,1,1,25.77601708786031,0,0,765,1,27.41826178699629,0,0,insufficient_covariance_samples:12<128,765,1,16.015761011077917,0,0
0_0_0_10_14_8,1,1,1,11,19,3273512,3273514,1023,29.486725544309266,24.327627741298535,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,1023,1,1,24.327627741298535,0,0,1023,1,22.419281489464332,0,0,insufficient_covariance_samples:12<128,1023,1,16.389296357988755,0,0
0_0_0_10_14_8,1,1,1,12,20,3277608,3277610,597,29.03949102565168,27.11143360949352,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,597,1,1,27.11143360949352,0,0,597,1,26.08793483237687,0,0,insufficient_covariance_samples:12<128,597,1,15.54133021284111,0,0
0_0_0_10_14_8,1,1,1,13,21,3281704,3281706,562,27.137561526805385,22.680869354620974,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,562,1,1,22.680869354620974,0,0,562,1,24.902596380727697,0,0,insufficient_covariance_samples:12<128,562,1,15.105959417699017,0,0
0_0_0_10_14_8,1,1,1,14,22,3285800,3285802,478,28.185564410341122,24.409381209974267,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,478,1,1,24.409381209974267,0,0,478,1,25.442375886270042,0,0,insufficient_covariance_samples:12<128,478,1,15.069626196330013,0,0
0_0_0_10_14_8,1,1,1,15,23,3289896,3289898,267,28.578382453237428,25.81479719897372,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,267,1,1,25.81479719897372,0,0,267,1,22.907362813402724,0,0,insufficient_covariance_samples:12<128,267,1,14.812620842264522,0,0
0_0_0_10_14_8,1,1,1,16,24,3293992,3293994,917,26.47319596590661,24.289975846441656,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,917,1,1,24.289975846441656,0,0,917,1,22.81020782923255,0,0,insufficient_covariance_samples:12<128,917,1,15.959558023652644,0,0
0_0_0_10_14_8,1,1,1,17,25,3298088,3298090,656,28.93341890283402,25.604823768325144,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,656,1,1,25.604823768325144,0,0,656,1,25.84891539194998,0,0,insufficient_covariance_samples:12<128,656,1,16.159454060187915,0,0
0_0_0_10_14_8,1,1,1,18,26,3302184,3302186,889,22.387230229283933,20.251245688643262,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,889,1,1,20.251245688643262,0,0,889,1,20.54855493740463,0,0,insufficient_covariance_samples:12<128,889,1,14.969042724405616,0,0
0_0_0_10_14_8,1,1,1,19,27,3306280,3306282,510,23.058534376365138,21.12329965452374,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,510,1,1,21.12329965452374,0,0,510,1,20.00713024659049,0,0,insufficient_covariance_samples:12<128,510,1,16.06782167606324,0,0
0_0_0_10_14_8,1,1,1,20,28,3310376,3310378,860,21.782377463664883,19.978891225917238,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,860,1,1,19.978891225917238,0,0,860,1,19.05596767133872,0,0,insufficient_covariance_samples:12<128,860,1,15.781853907466619,0,0
0_0_0_10_14_8,1,1,1,21,29,3314472,3314474,553,22.59990552476919,20.533376508418662,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,553,1,1,20.533376508418662,0,0,553,1,18.50996124593504,0,0,insufficient_covariance_samples:12<128,553,1,15.270487287446882,0,0
0_0_0_10_14_8,1,1,1,22,30,3318568,3318570,629,24.266542571592893,22.79546982936114,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,629,1,1,22.79546982936114,0,0,629,1,21.85469766301468,0,0,insufficient_covariance_samples:12<128,629,1,16.95262893078642,0,0
0_0_0_10_14_8,1,1,1,23,31,3322664,3322666,759,21.489229003483498,19.89880483424602,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,759,1,1,19.89880483424602,0,0,759,1,19.99229694695868,0,0,insufficient_covariance_samples:12<128,759,1,14.690040430671878,0,0
0_0_0_10_14_8,1,1,1,24,32,3326760,3326762,874,18.067686226596848,16.870744361046718,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,874,1,1,16.870744361046718,0,0,874,1,17.180143428246094,0,0,insufficient_covariance_samples:12<128,874,1,14.86727132129136,0,0
0_0_0_10_14_8,1,1,1,25,33,3330856,3330858,720,20.252198376263877,19.85834469553105,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,720,1,1,19.85834469553105,0,0,720,1,21.403890340661533,0,0,insufficient_covariance_samples:12<128,720,1,16.259171363650694,0,0
0_0_0_10_14_8,1,1,1,26,34,3334952,3334954,314,20.64199871563452,20.998461343932036,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,314,1,1,20.998461343932036,0,0,314,1,19.43502800912811,0,0,insufficient_covariance_samples:12<128,314,1,15.81442448986892,0,0
0_0_0_10_14_8,1,1,1,27,35,3339048,3339050,602,20.12736811678224,19.38609664007228,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,602,1,1,19.38609664007228,0,0,602,1,16.69872413796555,0,0,insufficient_covariance_samples:12<128,602,1,15.747112974626955,0,0
0_0_0_10_14_8,1,1,1,28,36,3343144,3343146,7,15.551284484849566,14.317412496893835,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,7,1,1,14.317412496893835,0,0,7,1,13.41935599321644,0,0,insufficient_covariance_samples:12<128,7,1,13.845447446794452,0,0
0_0_0_10_14_8,1,1,1,29,37,3347240,3347242,610,19.47610052007993,19.190717494563213,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,610,1,1,19.190717494563213,0,0,610,1,20.11387140457324,0,0,insufficient_covariance_samples:12<128,610,1,16.10861283752813,0,0
0_0_0_10_14_8,2,2,2,0,8,5728962,5728964,803,18.529660950295874,17.634929994157474,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,803,1,1,17.634929994157474,0,0,803,1,19.61490740439464,0,0,insufficient_covariance_samples:12<128,803,1,16.099590265692207,0,0
0_0_0_10_14_8,2,2,2,1,9,5733058,5733060,711,17.50580904880392,17.800264773903688,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,711,1,1,17.800264773903688,0,0,711,1,16.28468461916022,0,0,insufficient_covariance_samples:12<128,711,1,16.248506071664288,0,0
0_0_0_10_14_8,2,2,2,2,10,5737154,5737156,871,18.008233566456614,17.173695097776026,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,871,1,1,17.173695097776026,0,0,871,1,19.42495535204479,0,0,insufficient_covariance_samples:12<128,871,1,14.918771411055701,0,0
0_0_0_10_14_8,2,2,2,3,11,5741250,5741252,718,16.623477305743823,17.01003499912055,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,718,1,1,17.01003499912055,0,0,718,1,19.083090569087584,0,0,insufficient_covariance_samples:12<128,718,1,15.703570371124641,0,0
0_0_0_10_14_8,2,2,2,4,12,5745346,5745348,86,16.71845020670957,15.620841346287957,real_iq,clean header_first raw_fft_bin; packet CRC valid; header and deterministic payload prefix reproduce exactly after byte decode/re-encode,natural_offpacket_same_capture,12,12,2.089750346829455e-06,12,12,86,1,1,15.620841346287957,0,0,86,1,17.14018516571897,0,0,insufficient_covariance_samples:12<128,86,1,15.388306549616914,0,0
