packet_index,chirps,bin_index,signed_bin,raw_avg_power,raw_relative_db,raw_peak_signed_bin,synced_avg_power,synced_relative_db,synced_peak_signed_bin,synced_bin0_relative_db
3,8,0,0,0.04540135674954608,-42.51870659385876,-43,805.8140844886387,0.0,0,0.0
3,8,1,1,0.11672299000775832,-38.41783086624808,-43,5.994603798626783,-21.284743694145682,0,0.0
3,8,2,2,0.026824906597534882,-44.80401272200549,-43,0.5233805071562403,-31.8741731027953,0,0.0
3,8,3,3,0.07610969562333732,-40.27499505536488,-43,0.32892537259859567,-33.89137478650238,0,0.0
3,8,4,4,0.025436421496307978,-45.0348347777437,-43,0.09774177273238799,-39.16154642453469,0,0.0
3,8,5,5,0.06110328806510311,-41.22874909709797,-43,0.14155581675440568,-37.55307134049899,0,0.0
3,8,6,6,0.021588003484272544,-45.74727011170209,-43,0.09057722885107097,-39.49215824366147,0,0.0
3,8,7,7,0.060825171011471765,-41.24856152023649,-43,0.14931578013425287,-37.321291462923064,0,0.0
3,8,8,8,0.02363165977875234,-45.354452651136,-43,0.1392040496197962,-37.625829843433706,0,0.0
3,8,9,9,0.03524619276221405,-43.61827278597445,-43,0.2489851794280501,-35.10061357012512,0,0.0
3,8,10,10,0.030676263348592553,-44.22137033227085,-43,0.15727725599566944,-37.095689305196544,0,0.0
3,8,11,11,0.05536646127649299,-41.656927240035444,-43,0.3027053659209895,-34.252147344045106,0,0.0
3,8,12,12,0.03739934034347646,-43.360755485567346,-43,0.18447159436915697,-36.403053526275976,0,0.0
3,8,13,13,0.06339595028100387,-41.06877974523589,-43,0.3837285363946964,-33.222107567848745,0,0.0
3,8,14,14,0.022606005106461765,-45.547156692904174,-43,0.12763416229034963,-38.00267921682575,0,0.0
3,8,15,15,0.047393602266050223,-42.33219771095192,-43,0.4030221045108064,-33.009059874730596,0,0.0
3,8,16,16,0.06744229895989007,-40.80007124643562,-43,0.13476135975177617,-37.76669469577366,0,0.0
3,8,17,17,0.05258543490526056,-41.88074020576697,-43,0.35346484221668006,-33.57888631285414,0,0.0
